epoch,train,iid,ood,val,obj_action,obj_state,sparsity
00,0.3264,0.3906,0.1450,0.1450,0.0000,0.0000,0.0000
01,0.4790,0.4794,0.1360,0.1360,0.0000,0.0000,0.0000
02,0.5280,0.5150,0.1254,0.1254,0.0000,0.0000,0.0000
03,0.5516,0.5212,0.1064,0.1064,0.0000,0.0000,0.0000
04,0.5680,0.5172,0.1772,0.1772,0.0000,0.0000,0.0000
05,0.5936,0.5528,0.0886,0.0886,0.0000,0.0000,0.0000
06,0.6114,0.5382,0.1060,0.1060,0.0000,0.0000,0.0000
07,0.6278,0.5982,0.1472,0.1472,0.0000,0.0000,0.0000
08,0.6466,0.6048,0.1580,0.1580,0.0000,0.0000,0.0000
09,0.6510,0.6046,0.1604,0.1604,0.0000,0.0000,0.0000
10,0.6704,0.5782,0.1260,0.1260,0.0000,0.0000,0.0000
11,0.6720,0.6008,0.1636,0.1636,0.0000,0.0000,0.0000
12,0.6884,0.6310,0.1774,0.1774,0.0000,0.0000,0.0000
13,0.6992,0.6046,0.1734,0.1734,0.0000,0.0000,0.0000
14,0.7006,0.6204,0.1882,0.1882,0.0000,0.0000,0.0000
15,0.7086,0.6176,0.2032,0.2032,0.0000,0.0000,0.0000
16,0.7104,0.6352,0.2148,0.2148,0.0000,0.0000,0.0000
17,0.7210,0.6234,0.1664,0.1664,0.0000,0.0000,0.0000
18,0.7190,0.6216,0.1630,0.1630,0.0000,0.0000,0.0000
19,0.7334,0.6338,0.1766,0.1766,0.0000,0.0000,0.0000
20,0.7318,0.6308,0.2134,0.2134,0.0000,0.0000,0.0000
21,0.7418,0.6380,0.1658,0.1658,0.0000,0.0000,0.0000
22,0.7384,0.6450,0.1800,0.1800,0.0000,0.0000,0.0000
23,0.7580,0.6424,0.1984,0.1984,0.0000,0.0000,0.0000
24,0.7566,0.6442,0.2034,0.2034,0.0000,0.0000,0.0000
25,0.7580,0.6520,0.1944,0.1944,0.0000,0.0000,0.0000
26,0.7696,0.6460,0.1936,0.1936,0.0000,0.0000,0.0000
27,0.7752,0.6600,0.2126,0.2126,0.0000,0.0000,0.0000
28,0.7662,0.6428,0.2020,0.2020,0.0000,0.0000,0.0000
29,0.7726,0.6418,0.2056,0.2056,0.0000,0.0000,0.0000
30,0.7694,0.6476,0.2082,0.2082,0.0000,0.0000,0.0000
31,0.7792,0.6382,0.1816,0.1816,0.0000,0.0000,0.0000
32,0.7868,0.6604,0.2080,0.2080,0.0000,0.0000,0.0000
33,0.7850,0.6376,0.1710,0.1710,0.0000,0.0000,0.0000
34,0.8024,0.6618,0.1786,0.1786,0.0000,0.0000,0.0000
35,0.7960,0.6454,0.1692,0.1692,0.0000,0.0000,0.0000
36,0.8026,0.6474,0.2106,0.2106,0.0000,0.0000,0.0000
37,0.8014,0.6426,0.2048,0.2048,0.0000,0.0000,0.0000
38,0.8020,0.6224,0.1786,0.1786,0.0000,0.0000,0.0000
39,0.8118,0.6216,0.2032,0.2032,0.0000,0.0000,0.0000
40,0.8052,0.6404,0.1938,0.1938,0.0000,0.0000,0.0000
41,0.8136,0.6376,0.1812,0.1812,0.0000,0.0000,0.0000
42,0.8146,0.6466,0.2034,0.2034,0.0000,0.0000,0.0000
43,0.8242,0.6314,0.1760,0.1760,0.0000,0.0000,0.0000
44,0.8248,0.6376,0.2278,0.2278,0.0000,0.0000,0.0000
45,0.8166,0.6350,0.1932,0.1932,0.0000,0.0000,0.0000
46,0.8320,0.6440,0.1980,0.1980,0.0000,0.0000,0.0000
47,0.8298,0.6302,0.2178,0.2178,0.0000,0.0000,0.0000
48,0.8290,0.6404,0.2278,0.2278,0.0000,0.0000,0.0000
49,0.8284,0.6358,0.1722,0.1722,0.0000,0.0000,0.0000
