epoch,train,iid,ood,val,obj_action,obj_state,sparsity
00,0.3070,0.3886,0.1212,0.1212,0.0000,0.0000,0.0000
01,0.4638,0.4654,0.1392,0.1392,0.0000,0.0000,0.0000
02,0.5036,0.5126,0.1422,0.1422,0.0000,0.0000,0.0000
03,0.5338,0.5446,0.1270,0.1270,0.0000,0.0000,0.0000
04,0.5658,0.5510,0.1516,0.1516,0.0000,0.0000,0.0000
05,0.5846,0.5502,0.1282,0.1282,0.0000,0.0000,0.0000
06,0.5946,0.5436,0.1542,0.1542,0.0000,0.0000,0.0000
07,0.6232,0.5760,0.1520,0.1520,0.0000,0.0000,0.0000
08,0.6318,0.5492,0.1448,0.1448,0.0000,0.0000,0.0000
09,0.6448,0.5998,0.1710,0.1710,0.0000,0.0000,0.0000
10,0.6564,0.6066,0.1760,0.1760,0.0000,0.0000,0.0000
11,0.6626,0.5742,0.1322,0.1322,0.0000,0.0000,0.0000
12,0.6816,0.6110,0.1856,0.1856,0.0000,0.0000,0.0000
13,0.6836,0.6104,0.1742,0.1742,0.0000,0.0000,0.0000
14,0.6910,0.5988,0.1966,0.1966,0.0000,0.0000,0.0000
15,0.7000,0.5982,0.1782,0.1782,0.0000,0.0000,0.0000
16,0.7020,0.6230,0.2070,0.2070,0.0000,0.0000,0.0000
17,0.6980,0.6364,0.1828,0.1828,0.0000,0.0000,0.0000
18,0.7184,0.6272,0.2130,0.2130,0.0000,0.0000,0.0000
19,0.7140,0.6238,0.1714,0.1714,0.0000,0.0000,0.0000
20,0.7342,0.6084,0.1884,0.1884,0.0000,0.0000,0.0000
21,0.7366,0.6168,0.1830,0.1830,0.0000,0.0000,0.0000
22,0.7368,0.6418,0.1948,0.1948,0.0000,0.0000,0.0000
23,0.7400,0.6282,0.1922,0.1922,0.0000,0.0000,0.0000
24,0.7460,0.6248,0.1782,0.1782,0.0000,0.0000,0.0000
25,0.7512,0.6110,0.1906,0.1906,0.0000,0.0000,0.0000
26,0.7444,0.6188,0.1796,0.1796,0.0000,0.0000,0.0000
27,0.7564,0.6438,0.1904,0.1904,0.0000,0.0000,0.0000
28,0.7662,0.6314,0.2022,0.2022,0.0000,0.0000,0.0000
29,0.7742,0.6240,0.1940,0.1940,0.0000,0.0000,0.0000
30,0.7668,0.6372,0.1930,0.1930,0.0000,0.0000,0.0000
31,0.7784,0.6228,0.1992,0.1992,0.0000,0.0000,0.0000
32,0.7830,0.6448,0.1904,0.1904,0.0000,0.0000,0.0000
33,0.7798,0.6330,0.2074,0.2074,0.0000,0.0000,0.0000
34,0.7830,0.5824,0.1524,0.1524,0.0000,0.0000,0.0000
35,0.7868,0.6338,0.1792,0.1792,0.0000,0.0000,0.0000
36,0.7958,0.6226,0.2206,0.2206,0.0000,0.0000,0.0000
37,0.7936,0.6222,0.1852,0.1852,0.0000,0.0000,0.0000
38,0.7924,0.6136,0.2022,0.2022,0.0000,0.0000,0.0000
39,0.7858,0.6380,0.1796,0.1796,0.0000,0.0000,0.0000
40,0.8022,0.6096,0.1732,0.1732,0.0000,0.0000,0.0000
41,0.8028,0.6202,0.2120,0.2120,0.0000,0.0000,0.0000
42,0.8128,0.6146,0.1982,0.1982,0.0000,0.0000,0.0000
43,0.8032,0.6252,0.1874,0.1874,0.0000,0.0000,0.0000
44,0.8184,0.6202,0.1950,0.1950,0.0000,0.0000,0.0000
45,0.8202,0.6464,0.1852,0.1852,0.0000,0.0000,0.0000
46,0.8214,0.6296,0.1998,0.1998,0.0000,0.0000,0.0000
47,0.8210,0.6272,0.1878,0.1878,0.0000,0.0000,0.0000
48,0.8178,0.6086,0.1928,0.1928,0.0000,0.0000,0.0000
49,0.8190,0.6134,0.1836,0.1836,0.0000,0.0000,0.0000
