epoch,train,iid,ood,val,obj_action,obj_state,sparsity
00,0.2718,0.3180,0.1144,0.1144,0.0000,0.0000,0.0000
01,0.3898,0.3954,0.1408,0.1408,0.0000,0.0000,0.0000
02,0.4398,0.4330,0.1418,0.1418,0.0000,0.0000,0.0000
03,0.4580,0.4308,0.1442,0.1442,0.0000,0.0000,0.0000
04,0.4840,0.4498,0.1280,0.1280,0.0000,0.0000,0.0000
05,0.4814,0.4512,0.1472,0.1472,0.0000,0.0000,0.0000
06,0.5112,0.4584,0.1412,0.1412,0.0000,0.0000,0.0000
07,0.5246,0.4638,0.1416,0.1416,0.0000,0.0000,0.0000
08,0.5260,0.4720,0.1282,0.1282,0.0000,0.0000,0.0000
09,0.5300,0.4652,0.1436,0.1436,0.0000,0.0000,0.0000
10,0.5388,0.4706,0.1132,0.1132,0.0000,0.0000,0.0000
11,0.5454,0.4808,0.1594,0.1594,0.0000,0.0000,0.0000
12,0.5604,0.4646,0.1732,0.1732,0.0000,0.0000,0.0000
13,0.5668,0.4680,0.1438,0.1438,0.0000,0.0000,0.0000
14,0.5674,0.4810,0.1562,0.1562,0.0000,0.0000,0.0000
15,0.5798,0.4936,0.1554,0.1554,0.0000,0.0000,0.0000
16,0.5838,0.4746,0.1212,0.1212,0.0000,0.0000,0.0000
17,0.5796,0.4856,0.1518,0.1518,0.0000,0.0000,0.0000
18,0.5944,0.4858,0.1462,0.1462,0.0000,0.0000,0.0000
19,0.5990,0.4892,0.1346,0.1346,0.0000,0.0000,0.0000
20,0.5966,0.4734,0.1530,0.1530,0.0000,0.0000,0.0000
21,0.6050,0.4834,0.1784,0.1784,0.0000,0.0000,0.0000
22,0.6184,0.4808,0.1640,0.1640,0.0000,0.0000,0.0000
23,0.6100,0.4868,0.1436,0.1436,0.0000,0.0000,0.0000
24,0.6222,0.4862,0.1650,0.1650,0.0000,0.0000,0.0000
25,0.6234,0.4836,0.1400,0.1400,0.0000,0.0000,0.0000
26,0.6318,0.4768,0.1812,0.1812,0.0000,0.0000,0.0000
27,0.6230,0.4822,0.1664,0.1664,0.0000,0.0000,0.0000
28,0.6374,0.4834,0.1854,0.1854,0.0000,0.0000,0.0000
29,0.6386,0.4756,0.1634,0.1634,0.0000,0.0000,0.0000
30,0.6436,0.4754,0.1456,0.1456,0.0000,0.0000,0.0000
31,0.6440,0.4788,0.1646,0.1646,0.0000,0.0000,0.0000
32,0.6584,0.4708,0.1972,0.1972,0.0000,0.0000,0.0000
33,0.6552,0.4690,0.1572,0.1572,0.0000,0.0000,0.0000
34,0.6516,0.4754,0.1594,0.1594,0.0000,0.0000,0.0000
35,0.6642,0.4740,0.1256,0.1256,0.0000,0.0000,0.0000
36,0.6666,0.4732,0.1680,0.1680,0.0000,0.0000,0.0000
37,0.6760,0.4652,0.1576,0.1576,0.0000,0.0000,0.0000
38,0.6618,0.4796,0.1364,0.1364,0.0000,0.0000,0.0000
39,0.6726,0.4778,0.1730,0.1730,0.0000,0.0000,0.0000
40,0.6724,0.4796,0.1798,0.1798,0.0000,0.0000,0.0000
41,0.6788,0.4806,0.1402,0.1402,0.0000,0.0000,0.0000
42,0.6688,0.4802,0.1508,0.1508,0.0000,0.0000,0.0000
43,0.6856,0.4880,0.1552,0.1552,0.0000,0.0000,0.0000
44,0.6848,0.4858,0.1604,0.1604,0.0000,0.0000,0.0000
45,0.6922,0.4948,0.1386,0.1386,0.0000,0.0000,0.0000
46,0.6878,0.4776,0.1496,0.1496,0.0000,0.0000,0.0000
47,0.7018,0.4754,0.1226,0.1226,0.0000,0.0000,0.0000
48,0.6964,0.4754,0.1750,0.1750,0.0000,0.0000,0.0000
49,0.6944,0.4776,0.1798,0.1798,0.0000,0.0000,0.0000
