epoch,train,iid,ood,val,obj_action,obj_state,sparsity
00,0.3236,0.4480,0.1126,0.1126,0.0000,0.0000,0.0000
01,0.5014,0.5092,0.1360,0.1360,0.0000,0.0000,0.0000
02,0.5426,0.5422,0.1318,0.1318,0.0000,0.0000,0.0000
03,0.5580,0.5482,0.1330,0.1330,0.0000,0.0000,0.0000
04,0.5824,0.5610,0.1500,0.1500,0.0000,0.0000,0.0000
05,0.6048,0.5784,0.1496,0.1496,0.0000,0.0000,0.0000
06,0.6144,0.5860,0.1670,0.1670,0.0000,0.0000,0.0000
07,0.6378,0.5842,0.1514,0.1514,0.0000,0.0000,0.0000
08,0.6342,0.5920,0.1714,0.1714,0.0000,0.0000,0.0000
09,0.6590,0.5992,0.1610,0.1610,0.0000,0.0000,0.0000
10,0.6606,0.6068,0.1728,0.1728,0.0000,0.0000,0.0000
11,0.6730,0.6080,0.1724,0.1724,0.0000,0.0000,0.0000
12,0.6862,0.6312,0.1596,0.1596,0.0000,0.0000,0.0000
13,0.6854,0.6054,0.1846,0.1846,0.0000,0.0000,0.0000
14,0.6912,0.6254,0.1884,0.1884,0.0000,0.0000,0.0000
15,0.7046,0.6170,0.1860,0.1860,0.0000,0.0000,0.0000
16,0.7152,0.6314,0.1806,0.1806,0.0000,0.0000,0.0000
17,0.7074,0.6378,0.1968,0.1968,0.0000,0.0000,0.0000
18,0.7184,0.6306,0.1830,0.1830,0.0000,0.0000,0.0000
19,0.7262,0.6434,0.1830,0.1830,0.0000,0.0000,0.0000
20,0.7404,0.6276,0.1866,0.1866,0.0000,0.0000,0.0000
21,0.7384,0.6262,0.1834,0.1834,0.0000,0.0000,0.0000
22,0.7406,0.6426,0.1692,0.1692,0.0000,0.0000,0.0000
23,0.7506,0.6382,0.1916,0.1916,0.0000,0.0000,0.0000
24,0.7494,0.6408,0.2020,0.2020,0.0000,0.0000,0.0000
25,0.7506,0.6342,0.2264,0.2264,0.0000,0.0000,0.0000
26,0.7520,0.6450,0.1728,0.1728,0.0000,0.0000,0.0000
27,0.7586,0.6434,0.2048,0.2048,0.0000,0.0000,0.0000
28,0.7606,0.6452,0.2038,0.2038,0.0000,0.0000,0.0000
29,0.7754,0.6434,0.2058,0.2058,0.0000,0.0000,0.0000
30,0.7778,0.6440,0.2118,0.2118,0.0000,0.0000,0.0000
31,0.7856,0.6448,0.1884,0.1884,0.0000,0.0000,0.0000
32,0.7792,0.6376,0.2156,0.2156,0.0000,0.0000,0.0000
33,0.7896,0.6352,0.1848,0.1848,0.0000,0.0000,0.0000
34,0.7894,0.6474,0.1824,0.1824,0.0000,0.0000,0.0000
35,0.7942,0.6450,0.1736,0.1736,0.0000,0.0000,0.0000
36,0.8028,0.6422,0.1978,0.1978,0.0000,0.0000,0.0000
37,0.8072,0.6452,0.1854,0.1854,0.0000,0.0000,0.0000
38,0.7994,0.6264,0.1892,0.1892,0.0000,0.0000,0.0000
39,0.7974,0.6322,0.1978,0.1978,0.0000,0.0000,0.0000
40,0.7940,0.6070,0.2000,0.2000,0.0000,0.0000,0.0000
41,0.8186,0.6534,0.1980,0.1980,0.0000,0.0000,0.0000
42,0.8248,0.6468,0.2146,0.2146,0.0000,0.0000,0.0000
43,0.8160,0.6458,0.1908,0.1908,0.0000,0.0000,0.0000
44,0.8224,0.6454,0.1864,0.1864,0.0000,0.0000,0.0000
45,0.8390,0.6440,0.1970,0.1970,0.0000,0.0000,0.0000
46,0.8278,0.6400,0.1930,0.1930,0.0000,0.0000,0.0000
47,0.8284,0.6372,0.1860,0.1860,0.0000,0.0000,0.0000
48,0.8260,0.6470,0.2046,0.2046,0.0000,0.0000,0.0000
49,0.8300,0.6272,0.1898,0.1898,0.0000,0.0000,0.0000
