epoch,train,iid,ood,val,obj_action,obj_state,sparsity
00,0.0221,0.0389,0.0653,0.0653,0.0000,0.0000
01,0.0686,0.0457,0.0907,0.0907,0.0000,0.0000
02,0.0870,0.0613,0.0916,0.0916,0.0000,0.0000
03,0.1073,0.0613,0.1013,0.1013,0.0000,0.0000
04,0.1204,0.1294,0.1149,0.1149,0.0000,0.0000
05,0.0914,0.1070,0.0935,0.0935,0.0000,0.0000
06,0.0924,0.0992,0.0984,0.0984,0.0000,0.0000
07,0.0925,0.1138,0.0984,0.0984,0.0000,0.0000
08,0.1316,0.1401,0.0993,0.0993,0.0000,0.0000
09,0.1495,0.1479,0.0945,0.0945,0.0000,0.0000
10,0.1878,0.1683,0.0809,0.0809,0.0000,0.0000
11,0.1945,0.1869,0.0691,0.0691,0.0000,0.0000
12,0.2226,0.1996,0.0769,0.0769,0.0000,0.0000
13,0.2787,0.2045,0.0779,0.0779,0.0000,0.0000
14,0.2734,0.2065,0.0779,0.0779,0.0000,0.0000
15,0.2622,0.2182,0.0837,0.0837,0.0000,0.0000
16,0.2997,0.2269,0.0954,0.0954,0.0000,0.0000
17,0.2908,0.2551,0.0740,0.0740,0.0000,0.0000
18,0.2943,0.2445,0.0817,0.0817,0.0000,0.0000
19,0.3205,0.2406,0.0846,0.0846,0.0000,0.0000
20,0.3274,0.2474,0.0749,0.0749,0.0000,0.0000
21,0.3327,0.2601,0.0807,0.0807,0.0000,0.0000
22,0.3403,0.2718,0.1031,0.1031,0.0000,0.0000
23,0.3774,0.2679,0.1187,0.1187,0.0000,0.0000
24,0.3714,0.2640,0.1303,0.1303,0.0000,0.0000
25,0.3826,0.2825,0.1353,0.1353,0.0000,0.0000
26,0.4026,0.2825,0.1187,0.1187,0.0000,0.0000
27,0.3958,0.2854,0.1197,0.1197,0.0000,0.0000
28,0.4020,0.2825,0.1061,0.1061,0.0000,0.0000
29,0.4227,0.2990,0.1324,0.1324,0.0000,0.0000
30,0.4345,0.3147,0.1139,0.1139,0.0000,0.0000
31,0.4669,0.3117,0.1187,0.1187,0.0000,0.0000
32,0.4460,0.3467,0.1139,0.1139,0.0000,0.0000
33,0.4838,0.3166,0.1109,0.1109,0.0000,0.0000
34,0.4798,0.3419,0.1333,0.1333,0.0000,0.0000
35,0.4934,0.3448,0.1236,0.1236,0.0000,0.0000
36,0.4966,0.3497,0.1206,0.1206,0.0000,0.0000
37,0.5287,0.3458,0.1285,0.1285,0.0000,0.0000
38,0.5437,0.3438,0.1372,0.1372,0.0000,0.0000
39,0.5339,0.3175,0.1226,0.1226,0.0000,0.0000
40,0.5577,0.3350,0.1489,0.1489,0.0000,0.0000
41,0.5747,0.3400,0.1070,0.1070,0.0000,0.0000
42,0.5889,0.3546,0.1333,0.1333,0.0000,0.0000
43,0.5877,0.3516,0.1499,0.1499,0.0000,0.0000
44,0.6124,0.3711,0.1294,0.1294,0.0000,0.0000
45,0.6134,0.3711,0.1343,0.1343,0.0000,0.0000
46,0.6479,0.3428,0.1382,0.1382,0.0000,0.0000
47,0.6476,0.3750,0.1449,0.1449,0.0000,0.0000
48,0.6487,0.3643,0.1421,0.1421,0.0000,0.0000
49,0.6654,0.3682,0.1596,0.1596,0.0000,0.0000
50,0.6692,0.3702,0.1430,0.1430,0.0000,0.0000
51,0.6724,0.3760,0.1430,0.1430,0.0000,0.0000
52,0.6923,0.3741,0.1518,0.1518,0.0000,0.0000
53,0.6972,0.3877,0.1430,0.1430,0.0000,0.0000
54,0.7029,0.3829,0.1508,0.1508,0.0000,0.0000
55,0.7197,0.3780,0.1100,0.1100,0.0000,0.0000
56,0.7107,0.3458,0.1566,0.1566,0.0000,0.0000
57,0.7222,0.3916,0.1566,0.1566,0.0000,0.0000
58,0.7438,0.4082,0.1605,0.1605,0.0000,0.0000
59,0.7574,0.3887,0.1285,0.1285,0.0000,0.0000
60,0.7382,0.3702,0.1518,0.1518,0.0000,0.0000
61,0.7635,0.4072,0.1324,0.1324,0.0000,0.0000
62,0.7715,0.3672,0.1644,0.1644,0.0000,0.0000
63,0.7632,0.3819,0.1294,0.1294,0.0000,0.0000
64,0.7715,0.3760,0.1557,0.1557,0.0000,0.0000
65,0.7990,0.3974,0.1382,0.1382,0.0000,0.0000
66,0.7912,0.3769,0.1644,0.1644,0.0000,0.0000
67,0.8162,0.3887,0.1363,0.1363,0.0000,0.0000
68,0.8071,0.4081,0.1303,0.1303,0.0000,0.0000
69,0.8215,0.3955,0.1421,0.1421,0.0000,0.0000
70,0.8156,0.4140,0.1314,0.1314,0.0000,0.0000
71,0.8135,0.3984,0.1499,0.1499,0.0000,0.0000
72,0.8380,0.3974,0.1245,0.1245,0.0000,0.0000
73,0.8387,0.4023,0.1499,0.1499,0.0000,0.0000
74,0.8486,0.4032,0.1430,0.1430,0.0000,0.0000
75,0.8452,0.3935,0.1508,0.1508,0.0000,0.0000
76,0.8467,0.3896,0.1635,0.1635,0.0000,0.0000
77,0.8586,0.4052,0.1430,0.1430,0.0000,0.0000
78,0.8618,0.4140,0.1508,0.1508,0.0000,0.0000
79,0.8696,0.3926,0.1382,0.1382,0.0000,0.0000
80,0.8783,0.4004,0.1343,0.1343,0.0000,0.0000
81,0.8829,0.4246,0.1644,0.1644,0.0000,0.0000
82,0.8874,0.4023,0.1391,0.1391,0.0000,0.0000
83,0.8711,0.3838,0.1031,0.1031,0.0000,0.0000
84,0.8780,0.4140,0.1255,0.1255,0.0000,0.0000
85,0.9113,0.4013,0.1255,0.1255,0.0000,0.0000
86,0.8955,0.4062,0.1352,0.1352,0.0000,0.0000
87,0.9132,0.4023,0.1245,0.1245,0.0000,0.0000
88,0.9017,0.4101,0.1245,0.1245,0.0000,0.0000
89,0.9132,0.4110,0.1450,0.1450,0.0000,0.0000
90,0.9099,0.4149,0.1596,0.1596,0.0000,0.0000
91,0.9226,0.4091,0.1264,0.1264,0.0000,0.0000
92,0.9307,0.4140,0.1333,0.1333,0.0000,0.0000
93,0.9229,0.3926,0.1303,0.1303,0.0000,0.0000
94,0.9179,0.4129,0.1566,0.1566,0.0000,0.0000
95,0.9307,0.4198,0.1411,0.1411,0.0000,0.0000
96,0.9264,0.4004,0.1333,0.1333,0.0000,0.0000
97,0.9295,0.4140,0.1303,0.1303,0.0000,0.0000
98,0.9273,0.4256,0.1294,0.1294,0.0000,0.0000
99,0.9397,0.3974,0.1255,0.1255,0.0000,0.0000
100,0.9354,0.4081,0.1391,0.1391,0.0000,0.0000
101,0.9270,0.4110,0.1313,0.1313,0.0000,0.0000
102,0.9298,0.4023,0.1206,0.1206,0.0000,0.0000
103,0.9473,0.4168,0.1382,0.1382,0.0000,0.0000
104,0.9391,0.4120,0.1245,0.1245,0.0000,0.0000
105,0.9554,0.4120,0.1303,0.1303,0.0000,0.0000
106,0.9392,0.4179,0.1285,0.1285,0.0000,0.0000
107,0.9582,0.4246,0.1313,0.1313,0.0000,0.0000
