epoch,train,iid,ood,val,obj_action,obj_state,sparsity
00,0.0578,0.1117,0.0284,0.0284,0.0000,0.0000
01,0.0703,0.1117,0.0363,0.0363,0.0000,0.0000
02,0.0813,0.1117,0.0363,0.0363,0.0000,0.0000
03,0.0828,0.1021,0.0822,0.0822,0.0000,0.0000
04,0.1016,0.0978,0.0822,0.0822,0.0000,0.0000
05,0.0922,0.0978,0.0822,0.0822,0.0000,0.0000
06,0.1016,0.0978,0.0822,0.0822,0.0000,0.0000
07,0.0984,0.0978,0.0822,0.0822,0.0000,0.0000
08,0.1016,0.0978,0.0822,0.0822,0.0000,0.0000
09,0.0969,0.0978,0.0822,0.0822,0.0000,0.0000
10,0.0969,0.1099,0.0736,0.0736,0.0000,0.0000
11,0.1109,0.1060,0.0740,0.0740,0.0000,0.0000
12,0.1094,0.1177,0.0783,0.0783,0.0000,0.0000
13,0.1109,0.1508,0.0729,0.0729,0.0000,0.0000
14,0.1266,0.1348,0.0565,0.0565,0.0000,0.0000
15,0.1422,0.1789,0.0775,0.0775,0.0000,0.0000
16,0.1547,0.1828,0.0853,0.0853,0.0000,0.0000
17,0.1422,0.2023,0.1095,0.1095,0.0000,0.0000
18,0.1969,0.1785,0.0946,0.0946,0.0000,0.0000
19,0.1875,0.1937,0.0946,0.0946,0.0000,0.0000
20,0.1812,0.1714,0.0775,0.0775,0.0000,0.0000
21,0.1625,0.1504,0.0690,0.0690,0.0000,0.0000
22,0.1609,0.2027,0.1102,0.1102,0.0000,0.0000
23,0.1922,0.2066,0.1227,0.1227,0.0000,0.0000
24,0.2047,0.1778,0.0978,0.0978,0.0000,0.0000
25,0.1922,0.1781,0.0814,0.0814,0.0000,0.0000
26,0.2078,0.2510,0.1348,0.1348,0.0000,0.0000
27,0.2234,0.2073,0.1021,0.1021,0.0000,0.0000
28,0.2359,0.2357,0.1312,0.1312,0.0000,0.0000
29,0.2203,0.2140,0.1121,0.1121,0.0000,0.0000
30,0.2203,0.2315,0.1078,0.1078,0.0000,0.0000
31,0.2328,0.2108,0.0993,0.0993,0.0000,0.0000
32,0.2375,0.2023,0.1234,0.1234,0.0000,0.0000
33,0.2188,0.2357,0.1199,0.1199,0.0000,0.0000
34,0.2219,0.2482,0.1192,0.1192,0.0000,0.0000
35,0.2266,0.2439,0.1394,0.1394,0.0000,0.0000
36,0.2531,0.2315,0.1192,0.1192,0.0000,0.0000
37,0.2047,0.2685,0.1351,0.1351,0.0000,0.0000
38,0.2359,0.2688,0.1398,0.1398,0.0000,0.0000
39,0.2641,0.2595,0.1433,0.1433,0.0000,0.0000
40,0.2469,0.2638,0.1601,0.1601,0.0000,0.0000
41,0.2750,0.2514,0.1394,0.1394,0.0000,0.0000
42,0.2750,0.2556,0.1476,0.1476,0.0000,0.0000
43,0.2516,0.2553,0.1640,0.1640,0.0000,0.0000
44,0.2906,0.2517,0.1398,0.1398,0.0000,0.0000
45,0.2406,0.2841,0.1675,0.1675,0.0000,0.0000
46,0.2687,0.2720,0.1675,0.1675,0.0000,0.0000
47,0.2922,0.2884,0.1632,0.1632,0.0000,0.0000
48,0.2562,0.2848,0.1558,0.1558,0.0000,0.0000
49,0.2719,0.2802,0.1757,0.1757,0.0000,0.0000
50,0.3047,0.2852,0.1601,0.1601,0.0000,0.0000
51,0.2812,0.2973,0.1636,0.1636,0.0000,0.0000
