epoch,train,iid,ood,val,obj_action,obj_state,sparsity
00,0.5861,0.7982,0.1932,0.1932,0.2906,0.4296,0.0606
01,0.9256,0.9088,0.2672,0.2672,0.7854,0.7822,0.0802
02,0.9686,0.8943,0.2143,0.2143,0.7896,0.7872,0.0526
03,0.9865,0.9395,0.2689,0.2689,0.7926,0.7981,0.0430
04,0.9971,0.9516,0.2965,0.2965,0.8035,0.8106,0.0279
05,0.9992,0.8238,0.1830,0.1830,0.8098,0.8196,0.0236
06,0.9949,0.9379,0.2930,0.2930,0.8131,0.8250,0.0254
07,0.9930,0.9434,0.2904,0.2904,0.8033,0.8151,0.0212
08,0.9986,0.9529,0.3773,0.3773,0.8096,0.8241,0.0158
09,0.9982,0.9578,0.3727,0.3727,0.8094,0.8242,0.0116
10,0.9965,0.7070,0.7096,0.7096,0.8049,0.8153,0.0099
11,0.9756,0.8164,0.5281,0.5281,0.8000,0.8139,0.0350
12,0.9695,0.9275,0.8365,0.8365,0.8037,0.8130,0.0312
13,0.9945,0.9459,0.6396,0.6396,0.8072,0.8195,0.0168
14,0.9988,0.9443,0.6820,0.6820,0.8045,0.8155,0.0095
15,0.9994,0.9457,0.7535,0.7535,0.8098,0.8252,0.0071
16,0.9965,0.9369,0.8797,0.8797,0.8100,0.8236,0.0064
17,0.9955,0.9523,0.7855,0.7855,0.8158,0.8271,0.0126
18,0.9994,0.9459,0.4053,0.4053,0.8131,0.8287,0.0071
19,0.9994,0.9193,0.6506,0.6506,0.8133,0.8303,0.0051
20,0.9902,0.7879,0.7902,0.7902,0.8086,0.8225,0.0130
21,0.9834,0.9510,0.4488,0.4488,0.7971,0.8117,0.0264
22,0.9992,0.9480,0.7883,0.7883,0.8082,0.8254,0.0082
23,0.9998,0.9426,0.4350,0.4350,0.8107,0.8296,0.0064
24,0.9992,0.9412,0.3047,0.3047,0.8084,0.8253,0.0073
25,0.9914,0.8840,0.5775,0.5775,0.8063,0.8245,0.0134
26,0.9871,0.9486,0.7984,0.7984,0.8109,0.8225,0.0144
27,0.9967,0.8791,0.1980,0.1980,0.8111,0.8278,0.0085
28,0.9855,0.8588,0.3545,0.3545,0.8010,0.8149,0.0221
29,0.9885,0.6447,0.0965,0.0965,0.7953,0.8093,0.0231
