epoch,train,iid,ood,val,obj_action,obj_state,sparsity
00,0.7779,0.8939,0.0752,0.0752,0.2807,0.3399,0.0430
01,0.9551,0.8869,0.1773,0.1773,0.6768,0.6788,0.0688
02,0.9875,0.9322,0.2098,0.2098,0.7363,0.7309,0.0438
03,0.9914,0.7408,0.1568,0.1568,0.7414,0.7431,0.0297
04,0.9936,0.9088,0.1789,0.1789,0.7387,0.7312,0.0235
05,0.9924,0.9189,0.1545,0.1545,0.7473,0.7432,0.0197
06,0.9975,0.9623,0.2025,0.2025,0.7477,0.7425,0.0184
07,0.9969,0.9166,0.1465,0.1465,0.7488,0.7469,0.0115
08,0.9855,0.8832,0.1414,0.1414,0.7471,0.7438,0.0146
09,0.9746,0.8756,0.1848,0.1848,0.7477,0.7461,0.0170
10,0.9848,0.9408,0.1932,0.1932,0.7438,0.7463,0.0146
11,0.9887,0.8859,0.1553,0.1553,0.7438,0.7509,0.0135
12,0.9908,0.9508,0.1922,0.1922,0.7479,0.7527,0.0133
13,0.9990,0.9596,0.1951,0.1951,0.7541,0.7648,0.0113
14,0.9936,0.8578,0.1844,0.1844,0.7477,0.7529,0.0089
15,0.9941,0.9623,0.2064,0.2064,0.7443,0.7474,0.0120
16,1.0000,0.9580,0.2021,0.2021,0.7463,0.7546,0.0090
17,0.9998,0.9645,0.2055,0.2055,0.7561,0.7699,0.0079
18,1.0000,0.9648,0.2041,0.2041,0.7551,0.7715,0.0063
19,0.9969,0.9043,0.2004,0.2004,0.7479,0.7621,0.0055
20,0.9951,0.9617,0.2080,0.2080,0.7512,0.7666,0.0078
21,0.9988,0.9617,0.1947,0.1947,0.7539,0.7753,0.0062
22,0.9998,0.9615,0.1990,0.1990,0.7654,0.7776,0.0060
23,0.9998,0.9607,0.1893,0.1893,0.7605,0.7810,0.0051
24,1.0000,0.9639,0.1969,0.1969,0.7627,0.7811,0.0043
25,1.0000,0.9291,0.1885,0.1885,0.7580,0.7754,0.0041
26,0.9902,0.8734,0.2072,0.2072,0.7484,0.7670,0.0060
27,0.9934,0.9508,0.1885,0.1885,0.7520,0.7657,0.0097
28,0.9928,0.9168,0.2350,0.2350,0.7553,0.7696,0.0080
29,0.9852,0.8072,0.1406,0.1406,0.7498,0.7652,0.0091
