epoch,train,iid,ood,val,obj_action,obj_state,sparsity
00,0.7191,0.8963,0.0844,0.0844,0.3051,0.2252,0.0283
01,0.9574,0.9453,0.1854,0.1854,0.5406,0.6609,0.0494
02,0.9830,0.7035,0.1086,0.1086,0.7354,0.7212,0.0343
03,0.9910,0.9723,0.2355,0.2355,0.7443,0.7229,0.0240
04,0.9980,0.7826,0.1635,0.1635,0.7555,0.7442,0.0167
05,0.9992,0.9705,0.2111,0.2111,0.7625,0.7659,0.0154
06,0.9998,0.9633,0.2543,0.2543,0.7574,0.7626,0.0106
07,0.9959,0.9354,0.1859,0.1859,0.7488,0.7481,0.0118
08,0.9951,0.9791,0.2172,0.2172,0.7562,0.7570,0.0133
09,0.9967,0.7258,0.0936,0.0936,0.7670,0.7767,0.0082
10,0.9844,0.9693,0.2539,0.2539,0.7531,0.7345,0.0141
11,0.9998,0.9799,0.2293,0.2293,0.7656,0.7760,0.0087
12,0.9998,0.9785,0.2107,0.2107,0.7672,0.7848,0.0063
13,0.9998,0.9744,0.2117,0.2117,0.7748,0.7949,0.0051
14,0.9996,0.9756,0.2445,0.2445,0.7723,0.7942,0.0050
15,0.9936,0.8102,0.0721,0.0721,0.7648,0.7911,0.0040
16,0.9838,0.7846,0.2150,0.2150,0.7656,0.7802,0.0086
17,0.9807,0.9594,0.1711,0.1711,0.7598,0.7483,0.0105
18,0.9943,0.9029,0.2846,0.2846,0.7650,0.7649,0.0092
19,0.9934,0.9666,0.2420,0.2420,0.7621,0.7749,0.0081
20,0.9996,0.9699,0.2086,0.2086,0.7820,0.8171,0.0066
21,0.9904,0.9029,0.1146,0.1146,0.7787,0.8158,0.0055
22,0.9832,0.9674,0.2506,0.2506,0.7744,0.7874,0.0101
23,0.9994,0.9736,0.2480,0.2480,0.7826,0.8167,0.0068
24,0.9998,0.9707,0.2168,0.2168,0.7809,0.8262,0.0061
25,0.9934,0.8643,0.2314,0.2314,0.7801,0.8263,0.0052
26,0.9797,0.9652,0.2912,0.2912,0.7619,0.7866,0.0076
27,0.9996,0.9695,0.2430,0.2430,0.7852,0.8169,0.0062
28,0.9998,0.9691,0.2164,0.2164,0.7865,0.8217,0.0051
