epoch,train,iid,ood,val,obj_action,obj_state,sparsity
00,0.6195,0.8715,0.5357,0.5357,0.2527,0.2724,0.0232
01,0.9465,0.9168,0.6072,0.6072,0.6619,0.7646,0.0492
02,0.9904,0.9551,0.7051,0.7051,0.7924,0.7918,0.0405
03,0.9977,0.9666,0.6838,0.6838,0.8051,0.8023,0.0306
04,0.9961,0.8594,0.6414,0.6414,0.8049,0.8023,0.0214
05,0.9924,0.9609,0.6687,0.6687,0.7932,0.7897,0.0218
06,0.9992,0.9555,0.6797,0.6797,0.8051,0.8054,0.0159
07,0.9959,0.7059,0.6518,0.6518,0.7969,0.7973,0.0118
08,0.9889,0.9232,0.5955,0.5955,0.7969,0.7905,0.0173
09,0.9908,0.9387,0.6553,0.6553,0.7977,0.7964,0.0139
10,0.9893,0.9623,0.6918,0.6918,0.8035,0.7995,0.0132
11,0.9953,0.9400,0.5934,0.5934,0.8084,0.8061,0.0101
12,0.9900,0.9174,0.5857,0.5857,0.7945,0.7962,0.0105
13,0.9889,0.9588,0.6813,0.6813,0.8031,0.7972,0.0126
14,0.9939,0.8852,0.4949,0.4949,0.8008,0.7987,0.0101
15,0.9809,0.8668,0.6479,0.6479,0.7871,0.7862,0.0134
16,0.9910,0.8717,0.6598,0.6598,0.8039,0.7945,0.0116
17,0.9889,0.9621,0.6941,0.6941,0.8006,0.7992,0.0121
18,0.9990,0.9613,0.6850,0.6850,0.8020,0.8089,0.0084
19,0.9961,0.8666,0.6145,0.6145,0.8053,0.8162,0.0069
20,0.9916,0.9650,0.7232,0.7232,0.8037,0.8105,0.0088
21,0.9926,0.8387,0.5277,0.5277,0.7980,0.8101,0.0068
22,0.9861,0.9566,0.6754,0.6754,0.7977,0.8016,0.0100
23,0.9959,0.8967,0.7205,0.7205,0.8051,0.8182,0.0075
24,0.9836,0.9277,0.6248,0.6248,0.7889,0.8043,0.0085
25,0.9951,0.9584,0.7217,0.7217,0.7994,0.8141,0.0088
26,0.9998,0.9598,0.6943,0.6943,0.8027,0.8278,0.0065
27,0.9998,0.9568,0.7211,0.7211,0.8016,0.8228,0.0054
28,0.9990,0.9586,0.7057,0.7057,0.8096,0.8228,0.0063
