epoch,train,iid,ood,val,obj_action,obj_state,sparsity
00,0.3809,0.5232,0.0541,0.0541,0.0848,0.1399,0.0457
01,0.6250,0.7098,0.0949,0.0949,0.4158,0.5502,0.1106
02,0.8246,0.8514,0.0980,0.0980,0.6027,0.7185,0.1103
03,0.9227,0.8938,0.1693,0.1693,0.7389,0.7354,0.0812
04,0.9705,0.8854,0.1889,0.1889,0.7375,0.7364,0.0810
05,0.9791,0.9090,0.1906,0.1906,0.7414,0.7460,0.0586
06,0.9889,0.9385,0.1953,0.1953,0.7377,0.7432,0.0410
07,0.9832,0.7607,0.1555,0.1555,0.7377,0.7354,0.0718
08,0.9662,0.9090,0.1939,0.1939,0.7418,0.7367,0.0592
09,0.9770,0.7010,0.1602,0.1602,0.7455,0.7452,0.0665
10,0.9682,0.9057,0.1832,0.1832,0.7371,0.7284,0.0506
11,0.9793,0.9428,0.2004,0.2004,0.7406,0.7383,0.0515
12,0.9949,0.9502,0.2072,0.2072,0.7518,0.7493,0.0255
13,0.9984,0.9391,0.1988,0.1988,0.7537,0.7533,0.0181
14,0.9990,0.7041,0.1732,0.1732,0.7459,0.7427,0.0221
15,0.9795,0.9291,0.1869,0.1869,0.7443,0.7450,0.0342
16,0.9844,0.9379,0.2010,0.2010,0.7398,0.7422,0.0220
17,0.9869,0.9580,0.2148,0.2148,0.7541,0.7552,0.0329
18,0.9990,0.9590,0.2105,0.2105,0.7541,0.7562,0.0114
19,0.9967,0.9258,0.2139,0.2139,0.7449,0.7478,0.0090
20,0.9914,0.9225,0.1988,0.1988,0.7482,0.7471,0.0217
21,0.9857,0.9414,0.1967,0.1967,0.7547,0.7559,0.0188
22,0.9977,0.9467,0.2010,0.2010,0.7594,0.7595,0.0143
23,0.9986,0.9490,0.2117,0.2117,0.7531,0.7594,0.0101
24,0.9996,0.9529,0.2064,0.2064,0.7553,0.7590,0.0082
25,0.9906,0.8895,0.1332,0.1332,0.7506,0.7526,0.0075
26,0.9781,0.9162,0.1926,0.1926,0.7438,0.7435,0.0357
27,0.9910,0.9326,0.1840,0.1840,0.7486,0.7545,0.0311
28,0.9924,0.9412,0.2035,0.2035,0.7592,0.7629,0.0126
