epoch,train,iid,ood,val,obj_action,obj_state,sparsity
00,0.7369,0.8656,0.0611,0.0611,0.2494,0.2602,0.0069
01,0.9189,0.9148,0.1123,0.1123,0.6764,0.5113,0.0152
02,0.9777,0.9258,0.2123,0.2123,0.6937,0.6629,0.0168
03,0.9977,0.9219,0.1820,0.1820,0.7201,0.6962,0.0164
04,0.9975,0.9523,0.1580,0.1580,0.7217,0.7060,0.0147
05,0.9996,0.9648,0.1311,0.1311,0.7205,0.7228,0.0123
06,0.9998,0.9609,0.0955,0.0955,0.7225,0.7377,0.0096
07,0.9992,0.9354,0.1881,0.1881,0.7229,0.7343,0.0088
08,0.9922,0.7395,0.0820,0.0820,0.7205,0.7290,0.0088
09,0.9807,0.9326,0.1723,0.1723,0.7131,0.7156,0.0094
10,0.9926,0.7959,0.2254,0.2254,0.7232,0.7389,0.0087
11,0.9947,0.9555,0.1988,0.1988,0.7127,0.7181,0.0084
12,0.9988,0.9695,0.2303,0.2303,0.7264,0.7329,0.0078
13,0.9998,0.9217,0.1738,0.1738,0.7207,0.7397,0.0062
14,0.9947,0.9672,0.1723,0.1723,0.7242,0.7431,0.0070
15,0.9994,0.9504,0.1410,0.1410,0.7254,0.7563,0.0060
16,0.9959,0.9676,0.1348,0.1348,0.7232,0.7461,0.0056
17,0.9998,0.9693,0.1352,0.1352,0.7346,0.7580,0.0051
18,0.9998,0.9701,0.1475,0.1475,0.7211,0.7611,0.0042
19,0.9998,0.9641,0.1418,0.1418,0.7375,0.7710,0.0042
20,0.9998,0.9713,0.1326,0.1326,0.7412,0.7808,0.0037
21,0.9998,0.9295,0.0836,0.0836,0.7338,0.7773,0.0031
22,0.9973,0.9625,0.0992,0.0992,0.7271,0.7602,0.0045
23,0.9936,0.8338,0.1092,0.1092,0.7449,0.7715,0.0041
24,0.9824,0.8793,0.0754,0.0754,0.7193,0.7451,0.0045
25,0.9857,0.9037,0.0918,0.0918,0.7139,0.7423,0.0049
26,0.9900,0.9715,0.1348,0.1348,0.7293,0.7634,0.0055
27,0.9996,0.9697,0.1437,0.1437,0.7338,0.7768,0.0047
28,0.9998,0.9734,0.1348,0.1348,0.7459,0.7883,0.0042
29,0.9967,0.6162,0.0998,0.0998,0.7398,0.7848,0.0037
