epoch,train,iid,ood,val,obj_action,obj_state,sparsity
00,0.6971,0.7934,0.0400,0.0400,0.2906,0.2910,0.0075
01,0.9580,0.8307,0.0568,0.0568,0.6971,0.5561,0.0193
02,0.9818,0.8895,0.0488,0.0488,0.7119,0.6914,0.0193
03,0.9812,0.8748,0.0535,0.0535,0.7088,0.6949,0.0155
04,0.9965,0.9346,0.0715,0.0715,0.7070,0.6978,0.0137
05,0.9943,0.6518,0.0641,0.0641,0.7070,0.7032,0.0109
06,0.9822,0.9268,0.0672,0.0672,0.7084,0.6986,0.0107
07,0.9973,0.9418,0.0684,0.0684,0.7148,0.7111,0.0095
08,0.9961,0.8480,0.0713,0.0713,0.7094,0.7070,0.0081
09,0.9887,0.9051,0.0740,0.0740,0.7162,0.7085,0.0079
10,0.9936,0.9344,0.0662,0.0662,0.7154,0.7114,0.0072
11,0.9963,0.8516,0.0582,0.0582,0.7137,0.7200,0.0064
12,0.9945,0.9477,0.0711,0.0711,0.7082,0.7151,0.0078
13,0.9965,0.8488,0.0414,0.0414,0.7166,0.7293,0.0060
14,0.9830,0.9383,0.0732,0.0732,0.7117,0.7156,0.0057
15,0.9959,0.8863,0.0566,0.0566,0.7148,0.7314,0.0055
16,0.9807,0.7834,0.0676,0.0676,0.7012,0.7132,0.0051
17,0.9814,0.8266,0.0652,0.0652,0.7135,0.7157,0.0060
18,0.9898,0.9299,0.0734,0.0734,0.7162,0.7178,0.0057
19,0.9992,0.9410,0.0734,0.0734,0.7215,0.7334,0.0055
20,0.9996,0.9355,0.0750,0.0750,0.7205,0.7311,0.0049
21,0.9994,0.9402,0.0744,0.0744,0.7258,0.7481,0.0043
22,0.9965,0.8949,0.0641,0.0641,0.7238,0.7461,0.0039
23,0.9848,0.7221,0.0701,0.0701,0.7154,0.7321,0.0037
24,0.9787,0.8893,0.0607,0.0607,0.7100,0.7140,0.0043
25,0.9928,0.9402,0.0680,0.0680,0.7098,0.7208,0.0050
26,0.9996,0.9477,0.0686,0.0686,0.7264,0.7427,0.0044
27,0.9994,0.9256,0.0688,0.0688,0.7244,0.7456,0.0041
28,1.0000,0.9453,0.0666,0.0666,0.7254,0.7536,0.0036
29,0.9996,0.9445,0.0711,0.0711,0.7264,0.7514,0.0037
