epoch,train,iid,ood,val,obj_action,obj_state,sparsity
00,0.2318,0.3521,0.0107,0.0107,0.2584,0.0550,0.0942
01,0.2271,0.2051,0.0363,0.0363,0.4434,0.4291,0.0295
02,0.4307,0.6115,0.0691,0.0691,0.4551,0.5400,0.0992
03,0.7016,0.7648,0.0615,0.0615,0.4867,0.5796,0.1083
04,0.8412,0.5945,0.0350,0.0350,0.6391,0.7050,0.1330
05,0.8541,0.8965,0.1127,0.1127,0.7234,0.7231,0.0842
06,0.9359,0.8260,0.2488,0.2488,0.7213,0.7175,0.0746
07,0.9414,0.5436,0.0633,0.0633,0.7357,0.7202,0.1354
08,0.9361,0.9326,0.2043,0.2043,0.7393,0.7188,0.0869
09,0.9621,0.9295,0.1783,0.1783,0.7576,0.7352,0.0377
10,0.9658,0.9447,0.2246,0.2246,0.7584,0.7395,0.0302
11,0.9756,0.9307,0.2293,0.2293,0.7637,0.7376,0.0315
12,0.9771,0.9535,0.2119,0.2119,0.7574,0.7349,0.0336
13,0.9912,0.9523,0.2348,0.2348,0.7666,0.7546,0.0248
14,0.9932,0.9479,0.2281,0.2281,0.7617,0.7547,0.0168
15,0.9852,0.7469,0.1076,0.1076,0.7555,0.7434,0.0162
16,0.9688,0.9293,0.1580,0.1580,0.7670,0.7510,0.0866
17,0.9785,0.9346,0.2221,0.2221,0.7646,0.7415,0.0369
18,0.9949,0.9521,0.3129,0.3129,0.7627,0.7465,0.0237
19,0.9947,0.9553,0.2543,0.2543,0.7594,0.7459,0.0142
20,0.9986,0.9453,0.2111,0.2111,0.7701,0.7639,0.0111
21,0.9898,0.9080,0.2789,0.2789,0.7703,0.7650,0.0277
22,0.9783,0.9578,0.2512,0.2512,0.7605,0.7595,0.0394
23,0.9953,0.9584,0.2568,0.2568,0.7711,0.7638,0.0139
24,0.9953,0.9596,0.2289,0.2289,0.7713,0.7650,0.0119
25,0.9988,0.8715,0.2836,0.2836,0.7768,0.7675,0.0195
26,0.9836,0.9613,0.2477,0.2477,0.7557,0.7553,0.0283
27,0.9979,0.9625,0.2504,0.2504,0.7711,0.7674,0.0119
28,0.9994,0.9627,0.2396,0.2396,0.7713,0.7675,0.0061
29,0.9996,0.9592,0.2555,0.2555,0.7752,0.7734,0.0053
