epoch,train,iid,ood,val,obj_action,obj_state,sparsity
00,0.7721,0.8916,0.0719,0.0719,0.2824,0.3318,0.0164
01,0.9496,0.8797,0.1652,0.1652,0.6801,0.6076,0.0388
02,0.9811,0.9059,0.2143,0.2143,0.7373,0.7136,0.0331
03,0.9922,0.7916,0.1455,0.1455,0.7410,0.7378,0.0270
04,0.9906,0.9148,0.1906,0.1906,0.7395,0.7248,0.0226
05,0.9906,0.9020,0.1510,0.1510,0.7475,0.7336,0.0198
06,0.9963,0.9545,0.2094,0.2094,0.7434,0.7264,0.0180
07,0.9902,0.8430,0.1367,0.1367,0.7424,0.7339,0.0131
08,0.9756,0.8506,0.1656,0.1656,0.7432,0.7170,0.0143
09,0.9760,0.8789,0.1832,0.1832,0.7506,0.7201,0.0137
10,0.9852,0.9363,0.1666,0.1666,0.7457,0.7356,0.0126
11,0.9906,0.9480,0.1879,0.1879,0.7398,0.7366,0.0126
12,0.9973,0.9531,0.1779,0.1779,0.7527,0.7493,0.0109
13,0.9965,0.9223,0.1709,0.1709,0.7518,0.7564,0.0100
14,0.9850,0.8941,0.1764,0.1764,0.7383,0.7394,0.0099
15,0.9939,0.9371,0.1703,0.1703,0.7414,0.7359,0.0100
16,0.9941,0.9539,0.1998,0.1998,0.7436,0.7437,0.0090
17,0.9975,0.9594,0.2053,0.2053,0.7537,0.7623,0.0083
18,1.0000,0.9598,0.2006,0.2006,0.7527,0.7658,0.0068
19,1.0000,0.9492,0.2152,0.2152,0.7459,0.7574,0.0058
20,0.9994,0.9576,0.1988,0.1988,0.7574,0.7708,0.0060
21,0.9984,0.9584,0.2105,0.2105,0.7545,0.7741,0.0055
22,0.9969,0.9504,0.2031,0.2031,0.7574,0.7797,0.0052
23,0.9973,0.9572,0.1957,0.1957,0.7551,0.7683,0.0062
24,0.9998,0.9447,0.2051,0.2051,0.7576,0.7695,0.0049
25,0.9959,0.9023,0.1215,0.1215,0.7494,0.7639,0.0047
26,0.9922,0.9016,0.1854,0.1854,0.7439,0.7576,0.0063
27,0.9896,0.9531,0.1973,0.1973,0.7512,0.7638,0.0062
28,0.9965,0.8854,0.2004,0.2004,0.7592,0.7723,0.0060
29,0.9850,0.8871,0.1437,0.1437,0.7500,0.7438,0.0068
