epoch,train,iid,ood,val,obj_action,obj_state,sparsity
00,0.7449,0.8623,0.0623,0.0623,0.2520,0.2608,0.0424
01,0.9291,0.9424,0.1207,0.1207,0.6217,0.5815,0.0584
02,0.9846,0.9516,0.1230,0.1230,0.6930,0.6897,0.0445
03,0.9979,0.8842,0.1006,0.1006,0.7152,0.7030,0.0288
04,0.9945,0.9576,0.0930,0.0930,0.7148,0.7089,0.0228
05,0.9994,0.9703,0.0955,0.0955,0.7217,0.7221,0.0145
06,0.9998,0.9682,0.0879,0.0879,0.7199,0.7328,0.0097
07,0.9998,0.8996,0.1059,0.1059,0.7191,0.7311,0.0079
08,0.9922,0.8781,0.1008,0.1008,0.7178,0.7294,0.0127
09,0.9869,0.9344,0.1822,0.1822,0.7094,0.7229,0.0145
10,0.9916,0.8668,0.4744,0.4744,0.7174,0.7430,0.0119
11,0.9869,0.9307,0.2262,0.2262,0.7020,0.7106,0.0166
12,0.9893,0.8910,0.1684,0.1684,0.7129,0.7318,0.0149
13,0.9979,0.9635,0.1041,0.1041,0.7188,0.7420,0.0127
14,0.9984,0.9662,0.1285,0.1285,0.7248,0.7590,0.0100
15,0.9986,0.9744,0.1428,0.1428,0.7256,0.7606,0.0088
16,0.9998,0.9719,0.1037,0.1037,0.7258,0.7740,0.0062
17,0.9998,0.9740,0.1141,0.1141,0.7271,0.7744,0.0051
18,0.9998,0.9764,0.1363,0.1363,0.7172,0.7713,0.0044
19,0.9998,0.9729,0.1285,0.1285,0.7318,0.7792,0.0047
20,0.9998,0.9750,0.1311,0.1311,0.7338,0.7849,0.0039
21,0.9967,0.9289,0.1012,0.1012,0.7281,0.7852,0.0036
22,0.9990,0.9602,0.1033,0.1033,0.7260,0.7682,0.0077
23,0.9955,0.8906,0.1289,0.1289,0.7188,0.7624,0.0072
24,0.9867,0.9762,0.1418,0.1418,0.7201,0.7501,0.0115
25,0.9967,0.8936,0.0838,0.0838,0.7201,0.7727,0.0066
26,0.9893,0.9785,0.1166,0.1166,0.7266,0.7723,0.0101
27,0.9996,0.9746,0.1131,0.1131,0.7340,0.7991,0.0061
28,0.9998,0.9758,0.1123,0.1123,0.7377,0.8104,0.0047
