epoch,train,iid,ood,val,obj_action,obj_state,sparsity
00,0.7174,0.9221,0.0986,0.0986,0.3014,0.2842,0.0726
01,0.9637,0.9520,0.1426,0.1426,0.5207,0.7109,0.0706
02,0.9793,0.8484,0.0740,0.0740,0.7297,0.7289,0.0403
03,0.9881,0.9359,0.1143,0.1143,0.7512,0.7384,0.0320
04,0.9914,0.7039,0.1230,0.1230,0.7527,0.7504,0.0239
05,0.9926,0.9727,0.1801,0.1801,0.7656,0.7638,0.0230
06,0.9967,0.9623,0.2330,0.2330,0.7582,0.7647,0.0139
07,0.9871,0.9273,0.2150,0.2150,0.7508,0.7479,0.0192
08,0.9961,0.9783,0.2355,0.2355,0.7551,0.7501,0.0216
09,0.9967,0.9408,0.1594,0.1594,0.7635,0.7655,0.0123
10,0.9918,0.9266,0.1961,0.1961,0.7619,0.7567,0.0225
11,0.9908,0.9775,0.2414,0.2414,0.7609,0.7609,0.0177
12,0.9984,0.9760,0.2293,0.2293,0.7660,0.7674,0.0133
13,0.9965,0.9225,0.1201,0.1201,0.7680,0.7786,0.0087
14,0.9830,0.9654,0.1553,0.1553,0.7633,0.7691,0.0161
15,0.9969,0.9611,0.1539,0.1539,0.7633,0.7736,0.0113
16,0.9900,0.7318,0.1693,0.1693,0.7752,0.7911,0.0125
17,0.9871,0.9682,0.2051,0.2051,0.7635,0.7615,0.0246
18,0.9975,0.9705,0.1975,0.1975,0.7652,0.7765,0.0136
19,0.9980,0.9725,0.2236,0.2236,0.7670,0.7864,0.0116
20,0.9998,0.9711,0.1729,0.1729,0.7771,0.8079,0.0075
21,0.9936,0.7256,0.1066,0.1066,0.7678,0.7953,0.0086
22,0.9857,0.9740,0.2189,0.2189,0.7623,0.7780,0.0176
23,0.9998,0.9752,0.2061,0.2061,0.7750,0.7950,0.0091
24,0.9998,0.9758,0.1953,0.1953,0.7814,0.8006,0.0085
25,0.9967,0.9342,0.2219,0.2219,0.7742,0.7997,0.0065
26,0.9926,0.6980,0.1391,0.1391,0.7721,0.7903,0.0155
27,0.9896,0.9734,0.2371,0.2371,0.7727,0.7912,0.0156
28,0.9996,0.9705,0.1951,0.1951,0.7746,0.8027,0.0082
29,0.9930,0.9455,0.2221,0.2221,0.7742,0.8052,0.0080
