epoch,train,iid,ood,val,obj_action,obj_state,sparsity
00,0.1648,0.3359,0.0641,0.0641,0.0430,0.0361,0.0500
01,0.4234,0.5346,0.0732,0.0732,0.5193,0.5896,0.0683
02,0.6988,0.7221,0.2938,0.2938,0.6258,0.7228,0.1287
03,0.7752,0.6428,0.2771,0.2771,0.7611,0.7617,0.1357
04,0.7896,0.7588,0.2904,0.2904,0.7779,0.7712,0.0861
05,0.8223,0.7793,0.2891,0.2891,0.7777,0.7728,0.0779
06,0.8686,0.8346,0.3137,0.3137,0.7877,0.7811,0.0388
07,0.9137,0.8557,0.2562,0.2562,0.7918,0.7896,0.0433
08,0.9465,0.8645,0.3557,0.3557,0.7922,0.7890,0.0514
09,0.9654,0.7154,0.2400,0.2400,0.7941,0.7880,0.0738
10,0.8943,0.8932,0.4816,0.4816,0.7732,0.7622,0.0902
11,0.9635,0.7232,0.3070,0.3070,0.7875,0.7813,0.0635
12,0.9619,0.8674,0.5104,0.5104,0.7908,0.7897,0.0538
13,0.9660,0.9117,0.5725,0.5725,0.7934,0.7893,0.0529
14,0.9867,0.8932,0.3344,0.3344,0.7984,0.7942,0.0214
15,0.9785,0.7814,0.5262,0.5262,0.7895,0.7837,0.0311
16,0.9686,0.8018,0.4816,0.4816,0.7852,0.7771,0.0383
17,0.9834,0.9209,0.5555,0.5555,0.7998,0.7954,0.0259
18,0.9867,0.8105,0.7740,0.7740,0.7934,0.7883,0.0232
19,0.9609,0.8959,0.7020,0.7020,0.7844,0.7836,0.0418
20,0.9865,0.9223,0.5932,0.5932,0.7977,0.7995,0.0278
21,0.9914,0.9023,0.5643,0.5643,0.7953,0.7950,0.0157
22,0.9898,0.9197,0.5975,0.5975,0.7955,0.7936,0.0163
23,0.9971,0.9225,0.6260,0.6260,0.7998,0.7991,0.0097
24,0.9795,0.2699,0.0904,0.0904,0.7840,0.7863,0.0823
25,0.7350,0.6953,0.5340,0.5340,0.7439,0.7504,0.0527
26,0.8545,0.8264,0.6074,0.6074,0.7842,0.7753,0.0392
27,0.9531,0.8986,0.4824,0.4824,0.7902,0.7792,0.0269
28,0.9863,0.9008,0.6189,0.6189,0.8002,0.7896,0.0261
29,0.9906,0.9156,0.6551,0.6551,0.8025,0.8014,0.0211
