epoch,train,iid,ood,val,obj_action,obj_state,sparsity
00,0.3609,0.7516,0.2305,0.2305,0.2617,0.2784,0.0466
01,0.8996,0.9182,0.4809,0.4809,0.7287,0.7908,0.0861
02,0.9652,0.8746,0.5451,0.5451,0.7959,0.7954,0.0801
03,0.9746,0.8254,0.6799,0.6799,0.7871,0.7873,0.0622
04,0.9832,0.9521,0.6586,0.6586,0.8018,0.7996,0.0451
05,0.9969,0.9471,0.7510,0.7510,0.7979,0.7964,0.0306
06,0.9965,0.9328,0.5828,0.5828,0.7949,0.7941,0.0213
07,0.9943,0.9008,0.5049,0.5049,0.7967,0.7940,0.0287
08,0.9945,0.9432,0.7117,0.7117,0.7961,0.7942,0.0249
09,0.9961,0.9289,0.5834,0.5834,0.7977,0.7969,0.0215
10,0.9963,0.9400,0.5959,0.5959,0.8039,0.8016,0.0231
11,0.9854,0.7539,0.4367,0.4367,0.7939,0.7924,0.0242
12,0.9795,0.9104,0.7273,0.7273,0.7937,0.7922,0.0393
13,0.9834,0.9287,0.5969,0.5969,0.7959,0.7918,0.0276
14,0.9879,0.8812,0.3855,0.3855,0.8023,0.7971,0.0294
15,0.9799,0.7586,0.3264,0.3264,0.7941,0.7867,0.0367
16,0.9859,0.9463,0.6625,0.6625,0.7902,0.7841,0.0352
17,0.9990,0.9561,0.7271,0.7271,0.8074,0.8003,0.0223
18,0.9965,0.9021,0.7852,0.7852,0.7965,0.7945,0.0136
19,0.9871,0.9400,0.6803,0.6803,0.7941,0.7883,0.0224
20,0.9949,0.9564,0.7580,0.7580,0.8023,0.8002,0.0164
21,0.9959,0.9104,0.7232,0.7232,0.8012,0.7976,0.0101
22,0.9867,0.9373,0.7098,0.7098,0.7988,0.7944,0.0179
23,0.9947,0.9574,0.7250,0.7250,0.8023,0.7967,0.0133
24,0.9900,0.5699,0.2625,0.2625,0.7879,0.7877,0.0250
25,0.9631,0.9223,0.6740,0.6740,0.7936,0.7854,0.0319
26,0.9887,0.8887,0.5250,0.5250,0.8014,0.7943,0.0198
27,0.9809,0.8998,0.4535,0.4535,0.7945,0.7881,0.0199
28,0.9914,0.8879,0.3748,0.3748,0.8090,0.7990,0.0216
29,0.9934,0.9352,0.7100,0.7100,0.8102,0.7977,0.0178
