epoch,train,iid,ood,val,obj_action,obj_state,sparsity
00,0.7242,0.8066,0.0639,0.0639,0.3170,0.3004,0.0699
01,0.9006,0.9252,0.0662,0.0662,0.6023,0.6761,0.0840
02,0.9672,0.9551,0.0809,0.0809,0.6877,0.6962,0.0572
03,0.9914,0.9615,0.1186,0.1186,0.7059,0.7173,0.0390
04,0.9969,0.9697,0.0799,0.0799,0.7162,0.7282,0.0261
05,0.9994,0.9670,0.0859,0.0859,0.7238,0.7366,0.0174
06,0.9994,0.9639,0.0746,0.0746,0.7234,0.7464,0.0123
07,0.9994,0.9592,0.0908,0.0908,0.7223,0.7346,0.0124
08,0.9945,0.4150,0.0402,0.0402,0.7184,0.7429,0.0233
09,0.9760,0.9658,0.1373,0.1373,0.7037,0.7252,0.0442
10,0.9893,0.9445,0.2721,0.2721,0.7191,0.7414,0.0173
11,0.9922,0.5324,0.0193,0.0193,0.7041,0.7276,0.0262
12,0.9898,0.9736,0.1365,0.1365,0.7162,0.7298,0.0382
13,0.9967,0.7475,0.0750,0.0750,0.7166,0.7430,0.0181
14,0.9930,0.9734,0.1307,0.1307,0.7256,0.7478,0.0250
15,0.9994,0.9768,0.1377,0.1377,0.7268,0.7564,0.0117
16,0.9998,0.9705,0.0988,0.0988,0.7232,0.7624,0.0080
17,0.9998,0.9740,0.1184,0.1184,0.7297,0.7622,0.0063
18,0.9998,0.9736,0.1414,0.1414,0.7188,0.7595,0.0054
19,0.9990,0.9734,0.1570,0.1570,0.7303,0.7566,0.0099
20,0.9996,0.9748,0.1529,0.1529,0.7309,0.7674,0.0063
21,0.9967,0.6385,0.0762,0.0762,0.7266,0.7634,0.0056
22,0.9912,0.9689,0.0971,0.0971,0.7193,0.7528,0.0203
23,0.9965,0.7600,0.1096,0.1096,0.7203,0.7582,0.0113
24,0.9924,0.9738,0.1031,0.1031,0.7145,0.7497,0.0201
25,0.9998,0.9203,0.0775,0.0775,0.7189,0.7592,0.0079
26,0.9938,0.9736,0.0961,0.0961,0.7242,0.7630,0.0130
27,0.9996,0.9727,0.1070,0.1070,0.7246,0.7730,0.0071
28,0.9998,0.9729,0.1023,0.1023,0.7324,0.7735,0.0048
29,0.9998,0.9436,0.0967,0.0967,0.7221,0.7644,0.0055
