epoch,train,iid,ood,val,obj_action,obj_state,sparsity
00,0.7562,0.8479,0.0844,0.0844,0.5039,0.2188,0.0360
01,0.9635,0.8930,0.0736,0.0736,0.6811,0.6021,0.0653
02,0.9850,0.8434,0.0615,0.0615,0.7150,0.6672,0.0436
03,0.9859,0.9598,0.1717,0.1717,0.7277,0.6748,0.0333
04,0.9924,0.9613,0.1287,0.1287,0.7230,0.6820,0.0252
05,0.9967,0.9637,0.1084,0.1084,0.7396,0.7076,0.0191
06,0.9965,0.9623,0.1385,0.1385,0.7471,0.7320,0.0171
07,0.9961,0.9477,0.0969,0.0969,0.7543,0.7381,0.0157
08,0.9873,0.9070,0.2207,0.2207,0.7373,0.7226,0.0152
09,0.9900,0.9623,0.1322,0.1322,0.7385,0.7246,0.0194
10,0.9959,0.9559,0.2076,0.2076,0.7506,0.7384,0.0128
11,0.9855,0.8883,0.0877,0.0877,0.7293,0.7348,0.0142
12,0.9875,0.9703,0.1363,0.1363,0.7408,0.7356,0.0150
13,0.9963,0.9355,0.1127,0.1127,0.7451,0.7603,0.0107
14,0.9930,0.8695,0.0764,0.0764,0.7480,0.7525,0.0114
15,0.9756,0.8059,0.1773,0.1773,0.7303,0.7328,0.0116
16,0.9828,0.8703,0.1871,0.1871,0.7293,0.7340,0.0154
17,0.9789,0.8965,0.1250,0.1250,0.7393,0.7272,0.0147
18,0.9822,0.9717,0.1719,0.1719,0.7381,0.7421,0.0125
19,0.9990,0.9760,0.1682,0.1682,0.7557,0.7779,0.0109
20,0.9996,0.9730,0.1635,0.1635,0.7562,0.7899,0.0087
21,0.9965,0.8871,0.1475,0.1475,0.7541,0.7849,0.0079
22,0.9920,0.9684,0.1547,0.1547,0.7504,0.7676,0.0097
23,0.9945,0.7734,0.1447,0.1447,0.7580,0.7813,0.0094
24,0.9918,0.9715,0.1662,0.1662,0.7535,0.7775,0.0106
25,0.9996,0.9738,0.1596,0.1596,0.7557,0.8004,0.0083
26,0.9996,0.9693,0.1479,0.1479,0.7664,0.8110,0.0068
27,0.9996,0.9697,0.1656,0.1656,0.7648,0.8086,0.0060
28,0.9965,0.9512,0.1658,0.1658,0.7578,0.8172,0.0054
