epoch,train,iid,ood,val,obj_action,obj_state,sparsity
00,0.6674,0.8920,0.4778,0.4778,0.1566,0.1871,0.0000
01,0.9549,0.9360,0.7247,0.7247,0.7100,0.7259,0.0000
02,0.9896,0.9140,0.7054,0.7054,0.7756,0.7429,0.0000
03,0.9924,0.9133,0.7306,0.7306,0.7725,0.7455,0.0000
04,0.9943,0.9342,0.7358,0.7358,0.7836,0.7684,0.0000
05,0.9996,0.9396,0.7717,0.7717,0.7783,0.7649,0.0000
06,0.9967,0.7087,0.6458,0.6458,0.7816,0.7700,0.0000
07,0.9719,0.7589,0.6449,0.6449,0.7717,0.7632,0.0000
08,0.9758,0.9348,0.7508,0.7508,0.7748,0.7560,0.0000
09,0.9953,0.8992,0.7035,0.7035,0.7848,0.7764,0.0000
10,0.9865,0.8425,0.5533,0.5533,0.7809,0.7637,0.0000
11,0.9760,0.9280,0.7744,0.7744,0.7748,0.7479,0.0000
12,0.9984,0.9399,0.7825,0.7825,0.7885,0.7717,0.0000
13,0.9998,0.9470,0.8079,0.8079,0.7822,0.7710,0.0000
14,0.9996,0.9182,0.7816,0.7816,0.7893,0.7806,0.0000
15,0.9871,0.9204,0.7219,0.7219,0.7791,0.7692,0.0000
16,0.9975,0.9448,0.8378,0.8378,0.7816,0.7686,0.0000
17,0.9998,0.9331,0.8038,0.8038,0.7838,0.7816,0.0000
18,0.9955,0.9363,0.7877,0.7877,0.7816,0.7824,0.0000
19,0.9965,0.6380,0.5889,0.5889,0.7895,0.7861,0.0000
20,0.9844,0.9305,0.7426,0.7426,0.7807,0.7756,0.0000
21,0.9996,0.9204,0.7126,0.7126,0.7912,0.7942,0.0000
22,0.9992,0.9127,0.7143,0.7143,0.7895,0.7865,0.0000
23,0.9938,0.9185,0.7236,0.7236,0.7928,0.7922,0.0000
24,0.9941,0.8778,0.6476,0.6476,0.7941,0.7844,0.0000
25,0.9891,0.8735,0.6383,0.6383,0.7848,0.7760,0.0000
26,0.9895,0.9242,0.6587,0.6587,0.7846,0.7788,0.0000
27,0.9965,0.8864,0.6923,0.6923,0.7930,0.7935,0.0000
28,0.9887,0.8279,0.6827,0.6827,0.7809,0.7772,0.0000
29,0.9855,0.9263,0.6375,0.6375,0.7852,0.7882,0.0000
