epoch,train,iid,ood,val,obj_action,obj_state,sparsity
00,0.5947,0.8393,0.5291,0.5291,0.1277,0.1812,0.0742
01,0.9480,0.9285,0.6544,0.6544,0.7648,0.7516,0.0974
02,0.9842,0.7557,0.6896,0.6896,0.7785,0.7772,0.0565
03,0.9902,0.9436,0.6921,0.6921,0.7754,0.7747,0.0463
04,0.9965,0.9462,0.6698,0.6698,0.7865,0.7859,0.0280
05,0.9973,0.9538,0.7275,0.7275,0.7777,0.7773,0.0206
06,0.9996,0.9554,0.7494,0.7494,0.7812,0.7816,0.0159
07,0.9889,0.8297,0.6184,0.6184,0.7746,0.7739,0.0183
08,0.9812,0.9473,0.7417,0.7417,0.7746,0.7751,0.0390
09,0.9928,0.8873,0.6412,0.6412,0.7873,0.7833,0.0179
10,0.9855,0.6178,0.5435,0.5435,0.7787,0.7763,0.0385
11,0.9756,0.9456,0.8111,0.8111,0.7709,0.7689,0.0408
12,0.9986,0.9427,0.7597,0.7597,0.7814,0.7807,0.0163
13,0.9973,0.9508,0.7671,0.7671,0.7748,0.7749,0.0152
14,0.9963,0.8597,0.7142,0.7142,0.7842,0.7846,0.0098
15,0.9826,0.9088,0.6218,0.6218,0.7773,0.7778,0.0224
16,0.9924,0.9431,0.7764,0.7764,0.7756,0.7754,0.0207
17,0.9984,0.9417,0.7522,0.7522,0.7781,0.7775,0.0124
18,0.9949,0.8465,0.7583,0.7583,0.7844,0.7842,0.0108
19,0.9908,0.7736,0.6945,0.6945,0.7795,0.7778,0.0184
20,0.9932,0.9124,0.7384,0.7384,0.7863,0.7856,0.0188
21,0.9885,0.9379,0.7116,0.7116,0.7811,0.7802,0.0177
22,0.9953,0.9531,0.8204,0.8204,0.7818,0.7811,0.0157
23,0.9959,0.9559,0.8053,0.8053,0.7855,0.7865,0.0083
24,0.9963,0.9012,0.6633,0.6633,0.7846,0.7841,0.0110
25,0.9910,0.8910,0.8035,0.8035,0.7766,0.7757,0.0149
26,0.9885,0.8926,0.7054,0.7054,0.7797,0.7779,0.0136
27,0.9924,0.9510,0.7976,0.7976,0.7834,0.7785,0.0131
28,0.9965,0.9427,0.6596,0.6596,0.7824,0.7803,0.0130
29,0.9947,0.6531,0.6841,0.6841,0.7805,0.7783,0.0159
