epoch,train,iid,ood,val,obj_action,obj_state,sparsity
00,0.4293,0.5410,0.0547,0.0547,0.2396,0.2378,0.0498
01,0.8111,0.8604,0.0387,0.0387,0.5342,0.7074,0.1021
02,0.9357,0.8676,0.1244,0.1244,0.7258,0.7212,0.0965
03,0.9615,0.9359,0.1578,0.1578,0.7287,0.7329,0.0822
04,0.9775,0.7404,0.1268,0.1268,0.7543,0.7479,0.0606
05,0.9672,0.9607,0.1389,0.1389,0.7643,0.7603,0.0434
06,0.9889,0.9340,0.1699,0.1699,0.7549,0.7559,0.0316
07,0.9846,0.9027,0.1396,0.1396,0.7445,0.7437,0.0400
08,0.9902,0.9703,0.1723,0.1723,0.7510,0.7479,0.0378
09,0.9930,0.7395,0.1848,0.1848,0.7611,0.7558,0.0196
10,0.9725,0.9400,0.1695,0.1695,0.7518,0.7345,0.0583
11,0.9896,0.9672,0.2096,0.2096,0.7664,0.7504,0.0337
12,0.9988,0.9686,0.1973,0.1973,0.7643,0.7523,0.0185
13,0.9996,0.9533,0.1697,0.1697,0.7676,0.7666,0.0112
14,0.9965,0.9604,0.2184,0.2184,0.7680,0.7645,0.0139
15,0.9900,0.8156,0.1463,0.1463,0.7547,0.7590,0.0114
16,0.9861,0.9670,0.2000,0.2000,0.7596,0.7427,0.0425
17,0.9979,0.9277,0.1834,0.1834,0.7654,0.7623,0.0148
18,0.9939,0.9391,0.3094,0.3094,0.7566,0.7560,0.0197
19,0.9895,0.9672,0.2299,0.2299,0.7512,0.7471,0.0249
20,0.9990,0.9666,0.1951,0.1951,0.7664,0.7705,0.0112
21,0.9898,0.8803,0.1949,0.1949,0.7643,0.7681,0.0134
22,0.9904,0.9672,0.2205,0.2205,0.7648,0.7562,0.0223
23,0.9992,0.9623,0.2197,0.2197,0.7676,0.7647,0.0098
24,0.9961,0.8219,0.1896,0.1896,0.7697,0.7686,0.0173
25,0.9863,0.9287,0.2998,0.2998,0.7621,0.7619,0.0201
26,0.9936,0.9645,0.2477,0.2477,0.7629,0.7656,0.0196
27,0.9994,0.9637,0.2469,0.2469,0.7672,0.7743,0.0088
28,0.9996,0.9637,0.2348,0.2348,0.7654,0.7745,0.0066
29,0.9996,0.9467,0.2164,0.2164,0.7674,0.7762,0.0069
