epoch,train,iid,ood,val,obj_action,obj_state,sparsity
00,0.7115,0.8668,0.2389,0.2389,0.1527,0.3502,0.0054
01,0.9584,0.9279,0.2355,0.2355,0.7676,0.7020,0.0147
02,0.9889,0.9096,0.2248,0.2248,0.7797,0.7482,0.0154
03,0.9918,0.7824,0.2543,0.2543,0.7781,0.7651,0.0139
04,0.9768,0.9324,0.2422,0.2422,0.7779,0.7641,0.0120
05,0.9936,0.8781,0.2578,0.2578,0.7797,0.7707,0.0118
06,0.9889,0.9434,0.2881,0.2881,0.7822,0.7706,0.0104
07,0.9996,0.8752,0.2076,0.2076,0.7783,0.7717,0.0101
08,0.9893,0.8061,0.1969,0.1969,0.7777,0.7783,0.0088
09,0.9895,0.8449,0.2080,0.2080,0.7697,0.7553,0.0099
10,0.9854,0.7998,0.2184,0.2184,0.7727,0.7596,0.0094
11,0.9789,0.8148,0.2717,0.2717,0.7766,0.7656,0.0089
12,0.9895,0.9342,0.2963,0.2963,0.7787,0.7642,0.0089
13,1.0000,0.9373,0.2855,0.2855,0.7912,0.7882,0.0086
14,1.0000,0.9395,0.3145,0.3145,0.7826,0.7822,0.0075
15,1.0000,0.9029,0.2777,0.2777,0.7887,0.7956,0.0064
16,0.9967,0.9340,0.2656,0.2656,0.7812,0.7787,0.0068
17,0.9900,0.8723,0.2229,0.2229,0.7822,0.7807,0.0067
18,0.9807,0.9105,0.2518,0.2518,0.7775,0.7721,0.0072
19,0.9838,0.9012,0.2148,0.2148,0.7742,0.7646,0.0063
20,0.9922,0.9457,0.2590,0.2590,0.7865,0.7919,0.0070
21,0.9996,0.9256,0.2453,0.2453,0.7887,0.7932,0.0068
22,0.9902,0.8857,0.2863,0.2863,0.7742,0.7779,0.0066
23,0.9939,0.9426,0.2758,0.2758,0.7760,0.7699,0.0072
24,1.0000,0.9467,0.2906,0.2906,0.7838,0.7937,0.0069
25,0.9961,0.7078,0.2162,0.2162,0.7930,0.7899,0.0077
26,0.9830,0.9439,0.2709,0.2709,0.7832,0.7861,0.0056
27,0.9992,0.9371,0.2564,0.2564,0.7863,0.8016,0.0058
28,0.9984,0.9447,0.2791,0.2791,0.7859,0.8000,0.0054
29,0.9936,0.8871,0.2357,0.2357,0.7932,0.8115,0.0050
