epoch,train,iid,ood,val,obj_action,obj_state,sparsity
00,0.7832,0.8967,0.0799,0.0799,0.2775,0.3780,0.0680
01,0.9457,0.8725,0.1520,0.1520,0.6482,0.7095,0.0772
02,0.9883,0.9500,0.1848,0.1848,0.7377,0.7346,0.0445
03,0.9975,0.5961,0.1611,0.1611,0.7430,0.7487,0.0286
04,0.9959,0.9404,0.1908,0.1908,0.7381,0.7402,0.0264
05,0.9904,0.8187,0.1371,0.1371,0.7484,0.7483,0.0206
06,0.9945,0.9621,0.2025,0.2025,0.7477,0.7473,0.0232
07,0.9938,0.8164,0.1402,0.1402,0.7498,0.7471,0.0151
08,0.9789,0.9109,0.1854,0.1854,0.7416,0.7385,0.0254
09,0.9818,0.7000,0.1270,0.1270,0.7498,0.7485,0.0239
10,0.9838,0.9424,0.1961,0.1961,0.7463,0.7437,0.0202
11,0.9908,0.8459,0.1414,0.1414,0.7459,0.7510,0.0147
12,0.9877,0.9523,0.2080,0.2080,0.7490,0.7514,0.0167
13,0.9980,0.9543,0.2049,0.2049,0.7521,0.7600,0.0159
14,0.9938,0.9377,0.1832,0.1832,0.7477,0.7497,0.0113
15,0.9963,0.9598,0.2131,0.2131,0.7490,0.7501,0.0149
16,0.9998,0.9584,0.2107,0.2107,0.7463,0.7504,0.0106
17,0.9998,0.9586,0.2098,0.2098,0.7541,0.7611,0.0079
18,1.0000,0.9629,0.2137,0.2137,0.7543,0.7585,0.0061
19,0.9969,0.8840,0.1977,0.1977,0.7420,0.7462,0.0056
20,0.9879,0.8932,0.1742,0.1742,0.7488,0.7435,0.0133
21,0.9838,0.9523,0.1990,0.1990,0.7516,0.7558,0.0163
22,0.9990,0.9395,0.1748,0.1748,0.7604,0.7652,0.0118
23,0.9943,0.9510,0.2082,0.2082,0.7568,0.7580,0.0117
24,0.9969,0.9336,0.1971,0.1971,0.7588,0.7629,0.0073
25,0.9838,0.8947,0.1564,0.1564,0.7506,0.7547,0.0118
26,0.9879,0.9129,0.2002,0.2002,0.7438,0.7430,0.0145
27,0.9965,0.9617,0.2053,0.2053,0.7496,0.7625,0.0150
28,0.9971,0.9615,0.2191,0.2191,0.7568,0.7664,0.0104
29,0.9947,0.9365,0.1732,0.1732,0.7541,0.7556,0.0096
