epoch,train,iid,ood,val,obj_action,obj_state,sparsity
00,0.5967,0.7164,0.0660,0.0660,0.3217,0.2596,0.0577
01,0.9361,0.8783,0.0705,0.0705,0.6838,0.6512,0.0849
02,0.9781,0.9227,0.0461,0.0461,0.7092,0.7062,0.0586
03,0.9826,0.8941,0.0564,0.0564,0.7086,0.7075,0.0395
04,0.9830,0.9385,0.0662,0.0662,0.7055,0.7035,0.0378
05,0.9953,0.9291,0.0596,0.0596,0.7068,0.7063,0.0204
06,0.9934,0.9506,0.0586,0.0586,0.7092,0.7080,0.0238
07,0.9961,0.9553,0.0719,0.0719,0.7129,0.7121,0.0127
08,0.9971,0.9467,0.0768,0.0768,0.7041,0.7044,0.0100
09,0.9879,0.8418,0.0541,0.0541,0.7127,0.7110,0.0166
10,0.9783,0.9463,0.0719,0.0719,0.7088,0.7087,0.0266
11,0.9967,0.9391,0.0826,0.0826,0.7080,0.7083,0.0114
12,0.9965,0.9383,0.0900,0.0900,0.7109,0.7098,0.0139
13,0.9934,0.8631,0.0709,0.0709,0.7123,0.7092,0.0119
14,0.9807,0.9455,0.0879,0.0879,0.7098,0.7076,0.0204
15,0.9924,0.4875,0.0672,0.0672,0.7102,0.7096,0.0105
16,0.9711,0.7449,0.0723,0.0723,0.7039,0.7024,0.0332
17,0.9783,0.9268,0.1115,0.1115,0.7107,0.7083,0.0278
18,0.9926,0.8363,0.0781,0.0781,0.7139,0.7093,0.0152
19,0.9893,0.9422,0.0885,0.0885,0.7117,0.7075,0.0180
20,0.9994,0.9402,0.0857,0.0857,0.7127,0.7141,0.0086
21,0.9996,0.9463,0.0861,0.0861,0.7176,0.7183,0.0063
22,0.9965,0.8646,0.0746,0.0746,0.7154,0.7188,0.0049
23,0.9867,0.8918,0.0834,0.0834,0.7104,0.7100,0.0148
24,0.9891,0.8955,0.0541,0.0541,0.7102,0.7129,0.0264
25,0.9824,0.8693,0.0705,0.0705,0.7006,0.7056,0.0182
26,0.9895,0.9547,0.0830,0.0830,0.7119,0.7135,0.0161
27,0.9988,0.9504,0.0822,0.0822,0.7148,0.7216,0.0087
28,0.9996,0.9449,0.0869,0.0869,0.7178,0.7276,0.0062
