epoch,train,iid,ood,val,obj_action,obj_state,sparsity
00,0.3297,0.4758,0.0359,0.0359,0.2303,0.1338,0.0324
01,0.6703,0.7992,0.0439,0.0439,0.4605,0.6241,0.0975
02,0.8832,0.7256,0.0832,0.0832,0.6924,0.7142,0.1431
03,0.9324,0.8643,0.0854,0.0854,0.7146,0.7139,0.0945
04,0.9576,0.9111,0.1613,0.1613,0.7494,0.7329,0.0733
05,0.9648,0.9482,0.1928,0.1928,0.7654,0.7519,0.0423
06,0.9766,0.9201,0.1797,0.1797,0.7543,0.7459,0.0353
07,0.9662,0.4129,0.0082,0.0082,0.7455,0.7385,0.0927
08,0.9516,0.9477,0.1443,0.1443,0.7418,0.7318,0.0689
09,0.9814,0.7402,0.1914,0.1914,0.7580,0.7519,0.0321
10,0.9646,0.9496,0.1842,0.1842,0.7480,0.7344,0.0556
11,0.9869,0.9021,0.1973,0.1973,0.7588,0.7440,0.0363
12,0.9941,0.9635,0.1920,0.1920,0.7572,0.7426,0.0236
13,0.9979,0.9629,0.1709,0.1709,0.7658,0.7509,0.0134
14,0.9977,0.9639,0.2098,0.2098,0.7654,0.7526,0.0108
15,0.9934,0.9453,0.1543,0.1543,0.7559,0.7521,0.0086
16,0.9945,0.9570,0.1672,0.1672,0.7639,0.7503,0.0255
17,0.9938,0.9016,0.1762,0.1762,0.7615,0.7452,0.0196
18,0.9916,0.9289,0.2969,0.2969,0.7553,0.7406,0.0216
19,0.9924,0.9604,0.2246,0.2246,0.7566,0.7355,0.0164
20,0.9984,0.9563,0.1674,0.1674,0.7736,0.7482,0.0136
21,0.9885,0.9209,0.2570,0.2570,0.7678,0.7494,0.0274
22,0.9836,0.9633,0.1998,0.1998,0.7629,0.7484,0.0306
23,0.9975,0.9613,0.2393,0.2393,0.7697,0.7521,0.0132
24,0.9932,0.9523,0.1906,0.1906,0.7762,0.7538,0.0128
25,0.9945,0.9602,0.2857,0.2857,0.7676,0.7513,0.0164
26,0.9936,0.8361,0.1982,0.1982,0.7686,0.7534,0.0247
27,0.9895,0.9615,0.2480,0.2480,0.7689,0.7481,0.0137
28,0.9992,0.9633,0.2031,0.2031,0.7670,0.7530,0.0064
29,0.9996,0.9605,0.2121,0.2121,0.7699,0.7547,0.0049
