epoch,train,iid,ood,val,obj_action,obj_state,sparsity
00,0.6662,0.8658,0.2580,0.2580,0.2188,0.3905,0.0045
01,0.9443,0.9037,0.2229,0.2229,0.7820,0.7260,0.0126
02,0.9885,0.9387,0.2553,0.2553,0.7883,0.7760,0.0134
03,0.9986,0.9012,0.2174,0.2174,0.7965,0.7943,0.0126
04,0.9975,0.9457,0.2230,0.2230,0.8047,0.7991,0.0113
05,0.9965,0.8271,0.1291,0.1291,0.8068,0.8081,0.0092
06,0.9893,0.9021,0.2176,0.2176,0.8102,0.8045,0.0093
07,0.9949,0.9318,0.2102,0.2102,0.8031,0.7982,0.0089
08,0.9975,0.9328,0.2281,0.2281,0.8121,0.8100,0.0078
09,0.9988,0.9531,0.2314,0.2314,0.8129,0.8128,0.0070
10,0.9932,0.5906,0.1113,0.1113,0.8057,0.8056,0.0058
11,0.9764,0.9029,0.2252,0.2252,0.8018,0.7863,0.0076
12,0.9975,0.9514,0.2404,0.2404,0.8092,0.8073,0.0080
13,0.9990,0.9498,0.2416,0.2416,0.8111,0.8130,0.0067
14,0.9996,0.9506,0.2504,0.2504,0.8135,0.8136,0.0054
15,0.9965,0.8744,0.1643,0.1643,0.8201,0.8235,0.0048
16,0.9908,0.9357,0.2396,0.2396,0.8131,0.8114,0.0053
17,0.9986,0.9467,0.2375,0.2375,0.8201,0.8218,0.0053
18,0.9996,0.9492,0.2225,0.2225,0.8187,0.8231,0.0047
19,0.9965,0.8385,0.1777,0.1777,0.8201,0.8290,0.0039
20,0.9857,0.9389,0.2520,0.2520,0.8123,0.8098,0.0050
21,0.9961,0.8623,0.2219,0.2219,0.8160,0.8214,0.0047
22,0.9799,0.7834,0.2838,0.2838,0.8053,0.8031,0.0057
23,0.9803,0.9424,0.2311,0.2311,0.8012,0.7984,0.0067
24,0.9961,0.9400,0.2326,0.2326,0.8139,0.8209,0.0055
25,0.9936,0.8197,0.1977,0.1977,0.8137,0.8151,0.0049
26,0.9842,0.9326,0.7561,0.7561,0.8145,0.8146,0.0051
27,0.9986,0.9492,0.5117,0.5117,0.8127,0.8232,0.0053
28,0.9963,0.8410,0.3428,0.3428,0.8107,0.8223,0.0047
29,0.9873,0.9445,0.2336,0.2336,0.8068,0.8091,0.0051
