epoch,train,iid,ood,val,obj_action,obj_state,sparsity
00,0.2623,0.3492,0.0350,0.0350,0.2492,0.0478,0.0487
01,0.4129,0.5949,0.0578,0.0578,0.4434,0.4957,0.0596
02,0.7857,0.7334,0.0441,0.0441,0.4971,0.6437,0.1328
03,0.8355,0.8242,0.0504,0.0504,0.6428,0.7067,0.1260
04,0.8602,0.6682,0.0576,0.0576,0.7170,0.7165,0.1162
05,0.9164,0.9256,0.2037,0.2037,0.7279,0.7298,0.0766
06,0.9570,0.9445,0.2186,0.2186,0.7314,0.7294,0.0513
07,0.9637,0.8244,0.1701,0.1701,0.7477,0.7330,0.0608
08,0.9590,0.9404,0.2094,0.2094,0.7516,0.7407,0.0621
09,0.9781,0.6209,0.0369,0.0369,0.7596,0.7420,0.0465
10,0.9580,0.9189,0.2197,0.2197,0.7449,0.7215,0.0925
11,0.9709,0.8742,0.1500,0.1500,0.7559,0.7386,0.0584
12,0.9766,0.9574,0.2086,0.2086,0.7557,0.7322,0.0442
13,0.9932,0.9590,0.2102,0.2102,0.7705,0.7479,0.0302
14,0.9947,0.9547,0.2363,0.2363,0.7688,0.7417,0.0221
15,0.9869,0.8738,0.1824,0.1824,0.7580,0.7343,0.0173
16,0.9865,0.9471,0.1820,0.1820,0.7645,0.7403,0.0321
17,0.9926,0.9297,0.1553,0.1553,0.7619,0.7365,0.0197
18,0.9928,0.9334,0.2840,0.2840,0.7582,0.7372,0.0249
19,0.9932,0.9467,0.2332,0.2332,0.7562,0.7402,0.0271
20,0.9969,0.9359,0.1826,0.1826,0.7652,0.7481,0.0231
21,0.9869,0.8381,0.1592,0.1592,0.7623,0.7468,0.0361
22,0.9787,0.9324,0.1832,0.1832,0.7537,0.7302,0.0368
23,0.9912,0.9570,0.1928,0.1928,0.7609,0.7412,0.0211
24,0.9951,0.7084,0.2162,0.2162,0.7695,0.7464,0.0192
25,0.9865,0.9512,0.2041,0.2041,0.7629,0.7409,0.0223
26,0.9969,0.9611,0.2236,0.2236,0.7596,0.7422,0.0167
27,0.9986,0.9563,0.2301,0.2301,0.7631,0.7410,0.0127
28,0.9988,0.9605,0.2139,0.2139,0.7590,0.7375,0.0092
29,0.9994,0.9563,0.2131,0.2131,0.7596,0.7403,0.0069
