epoch,train,iid,ood,val,obj_action,obj_state,sparsity
00,0.6133,0.8852,0.5209,0.5209,0.2516,0.2514,0.0057
01,0.9492,0.9123,0.5854,0.5854,0.6768,0.7365,0.0152
02,0.9873,0.9436,0.6207,0.6207,0.7943,0.7813,0.0166
03,0.9939,0.9652,0.6484,0.6484,0.8041,0.7948,0.0161
04,0.9992,0.9377,0.6975,0.6975,0.8043,0.7964,0.0141
05,0.9969,0.9613,0.6352,0.6352,0.7959,0.7896,0.0132
06,0.9961,0.8615,0.4896,0.4896,0.8043,0.8003,0.0107
07,0.9826,0.6719,0.4459,0.4459,0.7951,0.7863,0.0108
08,0.9807,0.9533,0.6117,0.6117,0.7910,0.7848,0.0109
09,0.9906,0.8938,0.4252,0.4252,0.7955,0.7895,0.0107
10,0.9865,0.9607,0.6295,0.6295,0.8023,0.7887,0.0103
11,0.9980,0.9639,0.6332,0.6332,0.8080,0.7996,0.0099
12,0.9926,0.8789,0.4283,0.4283,0.7969,0.7940,0.0086
13,0.9770,0.9141,0.5910,0.5910,0.7969,0.7873,0.0085
14,0.9816,0.9225,0.5289,0.5289,0.7994,0.7905,0.0086
15,0.9934,0.7033,0.5365,0.5365,0.7896,0.7804,0.0094
16,0.9812,0.8020,0.4701,0.4701,0.7930,0.7862,0.0108
17,0.9924,0.9580,0.6396,0.6396,0.8004,0.7956,0.0094
18,0.9992,0.9500,0.5719,0.5719,0.8029,0.8042,0.0083
19,0.9945,0.9152,0.5418,0.5418,0.8025,0.8075,0.0077
20,0.9926,0.9525,0.6912,0.6912,0.8035,0.8052,0.0079
21,0.9918,0.7291,0.6062,0.6062,0.7965,0.7965,0.0075
22,0.9840,0.8320,0.4738,0.4738,0.7939,0.8063,0.0078
23,0.9836,0.8746,0.6143,0.6143,0.7973,0.7948,0.0081
24,0.9855,0.9410,0.6578,0.6578,0.7928,0.7794,0.0074
25,0.9932,0.9574,0.7258,0.7258,0.8004,0.7970,0.0073
26,0.9990,0.9582,0.6486,0.6486,0.8006,0.8021,0.0071
27,0.9990,0.9596,0.6725,0.6725,0.8047,0.8009,0.0064
28,0.9992,0.9590,0.6051,0.6051,0.8107,0.8075,0.0061
29,0.9992,0.9488,0.6670,0.6670,0.7965,0.7979,0.0057
