epoch,train,iid,ood,val,obj_action,obj_state,sparsity
00,0.6129,0.8674,0.5014,0.5014,0.2555,0.2615,0.0133
01,0.9537,0.8982,0.6111,0.6111,0.6723,0.7472,0.0318
02,0.9887,0.9387,0.6553,0.6553,0.7945,0.7866,0.0302
03,0.9961,0.9695,0.6822,0.6822,0.8049,0.7998,0.0258
04,0.9992,0.9557,0.7086,0.7086,0.8045,0.7996,0.0192
05,0.9980,0.9658,0.6881,0.6881,0.7969,0.7936,0.0163
06,0.9992,0.9691,0.6939,0.6939,0.8049,0.8044,0.0124
07,0.9961,0.7018,0.5350,0.5350,0.7990,0.7954,0.0099
08,0.9920,0.9594,0.6346,0.6346,0.7939,0.7890,0.0144
09,0.9959,0.9070,0.5498,0.5498,0.7971,0.7931,0.0119
10,0.9865,0.9592,0.6758,0.6758,0.8027,0.7956,0.0116
11,0.9980,0.9584,0.6010,0.6010,0.8084,0.8031,0.0101
12,0.9928,0.8922,0.4557,0.4557,0.7957,0.7917,0.0091
13,0.9836,0.9500,0.7281,0.7281,0.7961,0.7827,0.0116
14,0.9879,0.8643,0.4725,0.4725,0.7994,0.7942,0.0102
15,0.9807,0.7688,0.6188,0.6188,0.7840,0.7752,0.0126
16,0.9855,0.8268,0.5020,0.5020,0.7994,0.7909,0.0151
17,0.9934,0.9588,0.6758,0.6758,0.8020,0.8005,0.0109
18,0.9992,0.9633,0.6992,0.6992,0.8023,0.8066,0.0091
19,0.9990,0.9611,0.6941,0.6941,0.8061,0.8087,0.0078
20,0.9990,0.9437,0.6732,0.6732,0.8070,0.8107,0.0068
21,0.9941,0.8322,0.6881,0.6881,0.7996,0.8013,0.0069
22,0.9879,0.9189,0.6754,0.6754,0.7918,0.7973,0.0090
23,0.9881,0.8504,0.6404,0.6404,0.8021,0.8014,0.0088
24,0.9836,0.8359,0.5568,0.5568,0.7875,0.7871,0.0075
25,0.9926,0.9576,0.6916,0.6916,0.7936,0.7998,0.0080
26,0.9984,0.9625,0.6596,0.6596,0.8008,0.8160,0.0068
27,0.9996,0.9613,0.7170,0.7170,0.8004,0.8094,0.0059
28,0.9994,0.9545,0.6521,0.6521,0.8109,0.8155,0.0063
29,0.9992,0.9529,0.6223,0.6223,0.7932,0.8054,0.0055
