epoch,train,iid,ood,val,obj_action,obj_state,sparsity
00,0.4562,0.7047,0.4170,0.4170,0.2816,0.2661,0.0554
01,0.8852,0.8619,0.4711,0.4711,0.6633,0.7856,0.1118
02,0.9574,0.9506,0.6857,0.6857,0.7900,0.7974,0.0811
03,0.9877,0.9566,0.6789,0.6789,0.8055,0.8046,0.0438
04,0.9934,0.7795,0.6566,0.6566,0.8041,0.8024,0.0427
05,0.9801,0.9234,0.7111,0.7111,0.7926,0.7923,0.0622
06,0.9949,0.9557,0.6918,0.6918,0.8039,0.8026,0.0382
07,0.9916,0.9031,0.6350,0.6350,0.7990,0.7952,0.0211
08,0.9924,0.9348,0.6908,0.6908,0.7965,0.7949,0.0364
09,0.9896,0.8566,0.6773,0.6773,0.7957,0.7952,0.0280
10,0.9893,0.9549,0.6609,0.6609,0.8016,0.8011,0.0355
11,0.9969,0.9514,0.6387,0.6387,0.8068,0.8061,0.0235
12,0.9941,0.8363,0.6037,0.6037,0.7957,0.7965,0.0192
13,0.9840,0.9482,0.5998,0.5998,0.8043,0.8016,0.0302
14,0.9914,0.8949,0.5916,0.5916,0.8045,0.8033,0.0192
15,0.9873,0.9408,0.7135,0.7135,0.7895,0.7879,0.0355
16,0.9920,0.9432,0.6404,0.6404,0.8029,0.8020,0.0197
17,0.9953,0.9574,0.7141,0.7141,0.8063,0.8054,0.0167
18,0.9988,0.9416,0.5979,0.5979,0.8021,0.8021,0.0097
19,0.9943,0.9020,0.7146,0.7146,0.8055,0.8059,0.0093
20,0.9918,0.9518,0.7293,0.7293,0.8047,0.8021,0.0149
21,0.9916,0.6781,0.6016,0.6016,0.7961,0.7973,0.0114
22,0.9791,0.9369,0.7555,0.7555,0.7965,0.7944,0.0316
23,0.9879,0.9348,0.7512,0.7512,0.8031,0.8013,0.0152
24,0.9914,0.9373,0.5158,0.5158,0.7932,0.7951,0.0149
25,0.9969,0.9578,0.7006,0.7006,0.8000,0.8012,0.0118
26,0.9996,0.9605,0.7008,0.7008,0.8002,0.7999,0.0073
27,0.9996,0.9598,0.7262,0.7262,0.7996,0.8012,0.0063
28,1.0000,0.9523,0.6369,0.6369,0.8064,0.8078,0.0075
29,0.9994,0.9314,0.6434,0.6434,0.7945,0.7957,0.0064
