epoch,train,iid,ood,val,obj_action,obj_state,sparsity
00,0.1732,0.3617,0.1666,0.1666,0.0029,0.0185,0.0592
01,0.3029,0.3396,0.1008,0.1008,0.4410,0.5159,0.0366
02,0.6750,0.7945,0.2437,0.2437,0.5848,0.5846,0.0872
03,0.8809,0.6475,0.2717,0.2717,0.7672,0.7515,0.1144
04,0.8990,0.9105,0.2203,0.2203,0.7713,0.7671,0.0868
05,0.9400,0.9070,0.2855,0.2855,0.7719,0.7724,0.0602
06,0.9666,0.9203,0.3119,0.3119,0.7781,0.7777,0.0363
07,0.9850,0.7037,0.1643,0.1643,0.7754,0.7740,0.0362
08,0.9539,0.8885,0.3148,0.3148,0.7727,0.7742,0.0591
09,0.9770,0.9027,0.2512,0.2512,0.7734,0.7752,0.0465
10,0.9727,0.8812,0.2572,0.2572,0.7754,0.7743,0.0583
11,0.9689,0.7908,0.2082,0.2082,0.7721,0.7709,0.0988
12,0.9471,0.9121,0.2490,0.2490,0.7594,0.7646,0.0618
13,0.9820,0.8961,0.2857,0.2857,0.7859,0.7827,0.0279
14,0.9857,0.9344,0.3031,0.3031,0.7773,0.7751,0.0207
15,0.9912,0.9125,0.2627,0.2627,0.7844,0.7812,0.0177
16,0.9887,0.9205,0.2824,0.2824,0.7742,0.7716,0.0290
17,0.9855,0.8529,0.3070,0.3070,0.7748,0.7738,0.0205
18,0.9814,0.9176,0.2969,0.2969,0.7758,0.7692,0.0324
19,0.9900,0.8176,0.2467,0.2467,0.7719,0.7683,0.0191
20,0.9869,0.9250,0.3189,0.3189,0.7785,0.7720,0.0318
21,0.9914,0.8895,0.2594,0.2594,0.7816,0.7776,0.0150
22,0.9842,0.9248,0.2658,0.2658,0.7713,0.7687,0.0206
23,0.9898,0.9424,0.2879,0.2879,0.7803,0.7791,0.0128
24,0.9930,0.8197,0.2885,0.2885,0.7787,0.7771,0.0097
25,0.9791,0.9139,0.2727,0.2727,0.7797,0.7767,0.0317
26,0.9947,0.9311,0.2803,0.2803,0.7879,0.7833,0.0115
27,0.9951,0.9275,0.2578,0.2578,0.7809,0.7820,0.0135
28,0.9908,0.7672,0.3012,0.3012,0.7807,0.7806,0.0208
29,0.9730,0.9215,0.3252,0.3252,0.7775,0.7774,0.0285
