epoch,train,iid,ood,val,obj_action,obj_state,sparsity
00,0.2752,0.3696,0.2655,0.2655,0.0201,0.0733,0.0415
01,0.6238,0.7228,0.1067,0.1067,0.4131,0.6109,0.0826
02,0.7889,0.7816,0.3917,0.3917,0.7057,0.7675,0.1043
03,0.8906,0.8913,0.7174,0.7174,0.7711,0.7701,0.0820
04,0.9568,0.8672,0.5501,0.5501,0.7830,0.7814,0.0523
05,0.9775,0.9376,0.6856,0.6856,0.7762,0.7749,0.0403
06,0.9867,0.9373,0.7495,0.7495,0.7807,0.7807,0.0246
07,0.9828,0.3011,0.2208,0.2208,0.7775,0.7778,0.0239
08,0.9668,0.9105,0.7337,0.7337,0.7727,0.7748,0.0637
09,0.9883,0.9297,0.7385,0.7385,0.7834,0.7820,0.0207
10,0.9826,0.2832,0.4117,0.4117,0.7807,0.7786,0.0777
11,0.8777,0.9054,0.7139,0.7139,0.7531,0.7495,0.2351
12,0.9785,0.9314,0.7350,0.7350,0.7797,0.7749,0.0379
13,0.9896,0.8462,0.7518,0.7518,0.7754,0.7735,0.0283
14,0.9863,0.9212,0.7416,0.7416,0.7783,0.7749,0.0269
15,0.9865,0.7634,0.3319,0.3319,0.7805,0.7766,0.0347
16,0.9834,0.9261,0.6756,0.6756,0.7693,0.7570,0.0330
17,0.9973,0.8873,0.6407,0.6407,0.7773,0.7729,0.0175
18,0.9902,0.9318,0.7846,0.7846,0.7771,0.7763,0.0200
19,0.9979,0.8922,0.7289,0.7289,0.7832,0.7819,0.0187
20,0.9969,0.9331,0.7727,0.7727,0.7865,0.7854,0.0136
21,0.9990,0.9352,0.7634,0.7634,0.7842,0.7848,0.0109
22,0.9994,0.9312,0.7772,0.7772,0.7809,0.7815,0.0070
23,0.9957,0.9268,0.7972,0.7972,0.7842,0.7844,0.0093
24,0.9953,0.9079,0.6780,0.6780,0.7832,0.7829,0.0140
25,0.9910,0.8823,0.6725,0.6725,0.7764,0.7738,0.0190
26,0.9895,0.9270,0.6942,0.6942,0.7787,0.7800,0.0153
27,0.9920,0.8494,0.5893,0.5893,0.7789,0.7776,0.0137
28,0.9822,0.8728,0.7343,0.7343,0.7752,0.7741,0.0301
29,0.9891,0.9289,0.7370,0.7370,0.7797,0.7749,0.0343
