epoch,train,iid,ood,val,obj_action,obj_state,sparsity
00,0.7139,0.8604,0.0496,0.0496,0.5051,0.2386,0.0705
01,0.9521,0.9264,0.0633,0.0633,0.6586,0.6746,0.0914
02,0.9789,0.7377,0.0418,0.0418,0.7084,0.7016,0.0522
03,0.9889,0.9605,0.2494,0.2494,0.7328,0.7167,0.0414
04,0.9924,0.9723,0.1818,0.1818,0.7354,0.7179,0.0271
05,0.9961,0.8340,0.1566,0.1566,0.7432,0.7319,0.0167
06,0.9863,0.9582,0.2203,0.2203,0.7398,0.7411,0.0211
07,0.9887,0.9650,0.2268,0.2268,0.7492,0.7465,0.0256
08,0.9889,0.7758,0.1639,0.1639,0.7348,0.7331,0.0163
09,0.9895,0.9779,0.2049,0.2049,0.7443,0.7414,0.0259
10,0.9955,0.8713,0.2523,0.2523,0.7434,0.7451,0.0105
11,0.9811,0.8941,0.1326,0.1326,0.7283,0.7244,0.0218
12,0.9918,0.9721,0.1883,0.1883,0.7473,0.7465,0.0188
13,0.9990,0.9109,0.1354,0.1354,0.7441,0.7487,0.0109
14,0.9914,0.7080,0.0674,0.0674,0.7342,0.7519,0.0133
15,0.9781,0.9361,0.2111,0.2111,0.7289,0.7292,0.0233
16,0.9951,0.9246,0.1861,0.1861,0.7361,0.7443,0.0234
17,0.9902,0.8701,0.1717,0.1717,0.7473,0.7498,0.0202
18,0.9816,0.9668,0.2393,0.2393,0.7512,0.7399,0.0247
19,0.9992,0.9471,0.2158,0.2158,0.7605,0.7581,0.0123
20,0.9934,0.9656,0.2199,0.2199,0.7492,0.7587,0.0143
21,0.9988,0.9590,0.2023,0.2023,0.7486,0.7559,0.0123
22,0.9990,0.9654,0.2459,0.2459,0.7539,0.7722,0.0085
23,0.9934,0.7441,0.2367,0.2367,0.7527,0.7667,0.0093
24,0.9943,0.9686,0.2467,0.2467,0.7496,0.7704,0.0138
25,0.9996,0.9701,0.2400,0.2400,0.7496,0.7745,0.0067
26,0.9996,0.9695,0.2430,0.2430,0.7555,0.7806,0.0064
27,0.9996,0.9707,0.2533,0.2533,0.7545,0.7808,0.0058
28,0.9996,0.9467,0.2143,0.2143,0.7525,0.7811,0.0045
29,0.9988,0.9645,0.2865,0.2865,0.7418,0.7640,0.0098
