epoch,train,iid,ood,val,obj_action,obj_state,sparsity
00,0.6633,0.8985,0.4962,0.4962,0.1547,0.1887,0.0031
01,0.9570,0.9270,0.7624,0.7624,0.7127,0.7332,0.0089
02,0.9889,0.8984,0.7143,0.7143,0.7750,0.7501,0.0108
03,0.9938,0.9380,0.7373,0.7373,0.7727,0.7516,0.0098
04,0.9988,0.9431,0.7197,0.7197,0.7871,0.7765,0.0104
05,0.9998,0.9451,0.7408,0.7408,0.7799,0.7707,0.0092
06,0.9998,0.8920,0.7249,0.7249,0.7828,0.7774,0.0077
07,0.9906,0.8415,0.5958,0.5958,0.7738,0.7723,0.0074
08,0.9744,0.9287,0.7512,0.7512,0.7711,0.7586,0.0072
09,0.9932,0.8247,0.5272,0.5272,0.7824,0.7811,0.0079
10,0.9740,0.7626,0.6028,0.6028,0.7770,0.7679,0.0076
11,0.9691,0.9334,0.7449,0.7449,0.7652,0.7623,0.0068
12,0.9955,0.9150,0.6758,0.6758,0.7830,0.7787,0.0073
13,0.9914,0.9247,0.7254,0.7254,0.7736,0.7662,0.0067
14,0.9934,0.8871,0.7452,0.7452,0.7775,0.7839,0.0071
15,0.9834,0.9296,0.7110,0.7110,0.7738,0.7774,0.0058
16,0.9969,0.9383,0.7612,0.7612,0.7773,0.7781,0.0063
17,0.9932,0.8967,0.6941,0.6941,0.7814,0.7898,0.0062
18,0.9877,0.8810,0.7949,0.7949,0.7797,0.7840,0.0054
19,0.9898,0.8447,0.7028,0.7028,0.7812,0.7923,0.0057
20,0.9990,0.9460,0.7626,0.7626,0.7889,0.8065,0.0059
21,0.9994,0.9497,0.7601,0.7601,0.7898,0.8083,0.0055
22,0.9998,0.9483,0.7640,0.7640,0.7859,0.8055,0.0054
23,0.9998,0.9461,0.7197,0.7197,0.7912,0.8125,0.0048
24,0.9959,0.8723,0.6382,0.6382,0.7971,0.8099,0.0050
25,0.9889,0.9202,0.6780,0.6780,0.7840,0.7915,0.0047
26,0.9961,0.9419,0.6609,0.6609,0.7861,0.8082,0.0048
27,0.9992,0.9186,0.6383,0.6383,0.7963,0.8112,0.0048
28,0.9977,0.9468,0.7023,0.7023,0.7877,0.8023,0.0047
29,0.9965,0.7786,0.5996,0.5996,0.7947,0.8184,0.0047
