epoch,train,iid,ood,val,obj_action,obj_state,sparsity
00,0.5459,0.8602,0.2592,0.2592,0.3406,0.3311,0.0589
01,0.9543,0.9029,0.3537,0.3537,0.7623,0.7768,0.0828
02,0.9852,0.8189,0.5836,0.5836,0.7971,0.7951,0.0452
03,0.9881,0.5771,0.5822,0.5822,0.7869,0.7862,0.0324
04,0.9873,0.9586,0.6033,0.6033,0.7965,0.7938,0.0301
05,1.0000,0.9555,0.7385,0.7385,0.7986,0.7971,0.0172
06,0.9965,0.9139,0.7156,0.7156,0.7959,0.7947,0.0135
07,0.9908,0.7711,0.3688,0.3688,0.7936,0.7982,0.0179
08,0.9938,0.9639,0.6738,0.6738,0.7969,0.7964,0.0214
09,0.9984,0.9625,0.6580,0.6580,0.8010,0.8021,0.0119
10,1.0000,0.9330,0.6088,0.6088,0.8074,0.8098,0.0102
11,0.9889,0.7693,0.4559,0.4559,0.7982,0.8002,0.0100
12,0.9840,0.9283,0.7260,0.7260,0.7996,0.7995,0.0197
13,0.9943,0.9582,0.6723,0.6723,0.7992,0.8071,0.0153
14,0.9994,0.9621,0.6920,0.6920,0.8068,0.8068,0.0110
15,0.9965,0.8029,0.4926,0.4926,0.7992,0.8023,0.0096
16,0.9932,0.9561,0.7574,0.7574,0.7885,0.7937,0.0169
17,0.9998,0.9625,0.7055,0.7055,0.8053,0.8096,0.0098
18,0.9969,0.6770,0.6471,0.6471,0.8000,0.8030,0.0071
19,0.9904,0.9604,0.7502,0.7502,0.7945,0.7938,0.0171
20,0.9998,0.9586,0.7758,0.7758,0.8051,0.8062,0.0080
21,0.9969,0.9023,0.5885,0.5885,0.8021,0.8055,0.0064
22,0.9848,0.9477,0.7275,0.7275,0.8008,0.8027,0.0124
23,0.9967,0.9500,0.7594,0.7594,0.8057,0.8129,0.0092
24,0.9852,0.7814,0.2484,0.2484,0.7910,0.7979,0.0104
25,0.9572,0.9352,0.6459,0.6459,0.7830,0.7845,0.0236
26,0.9969,0.9451,0.7541,0.7541,0.7998,0.8027,0.0129
27,0.9992,0.9502,0.7051,0.7051,0.7965,0.8011,0.0081
28,1.0000,0.9479,0.7043,0.7043,0.8057,0.8137,0.0081
29,1.0000,0.9432,0.7729,0.7729,0.8063,0.8136,0.0064
