epoch,train,iid,ood,val,obj_action,obj_state,sparsity
00,0.7586,0.8891,0.0980,0.0980,0.5080,0.2313,0.0559
01,0.9596,0.8451,0.0809,0.0809,0.6787,0.6389,0.0802
02,0.9793,0.8529,0.0674,0.0674,0.7129,0.6814,0.0473
03,0.9869,0.9432,0.1756,0.1756,0.7281,0.6846,0.0361
04,0.9904,0.9705,0.1381,0.1381,0.7236,0.6928,0.0274
05,0.9969,0.9662,0.1219,0.1219,0.7373,0.7190,0.0197
06,0.9938,0.9584,0.1346,0.1346,0.7445,0.7392,0.0175
07,0.9965,0.9604,0.1283,0.1283,0.7432,0.7398,0.0175
08,0.9916,0.9219,0.1717,0.1717,0.7311,0.7324,0.0153
09,0.9867,0.9703,0.1166,0.1166,0.7324,0.7312,0.0231
10,0.9963,0.9523,0.1824,0.1824,0.7385,0.7435,0.0133
11,0.9889,0.8580,0.1447,0.1447,0.7285,0.7443,0.0142
12,0.9848,0.9697,0.1424,0.1424,0.7391,0.7305,0.0178
13,0.9957,0.9303,0.1018,0.1018,0.7428,0.7561,0.0112
14,0.9943,0.8480,0.0859,0.0859,0.7447,0.7628,0.0123
15,0.9844,0.9047,0.1453,0.1453,0.7389,0.7450,0.0114
16,0.9908,0.9273,0.1963,0.1963,0.7324,0.7496,0.0177
17,0.9924,0.9211,0.1883,0.1883,0.7436,0.7555,0.0124
18,0.9906,0.9754,0.2201,0.2201,0.7361,0.7565,0.0136
19,0.9994,0.9475,0.2191,0.2191,0.7551,0.7835,0.0094
20,0.9924,0.9490,0.1135,0.1135,0.7443,0.7703,0.0111
21,0.9930,0.7705,0.1412,0.1412,0.7445,0.7604,0.0120
22,0.9887,0.9580,0.1168,0.1168,0.7471,0.7726,0.0111
23,0.9934,0.9002,0.1471,0.1471,0.7465,0.7662,0.0117
24,0.9936,0.8371,0.0920,0.0920,0.7572,0.7934,0.0115
25,0.9943,0.9699,0.1564,0.1564,0.7508,0.7862,0.0119
26,0.9994,0.9705,0.1533,0.1533,0.7607,0.8050,0.0082
27,0.9965,0.9324,0.1775,0.1775,0.7643,0.8020,0.0068
28,0.9908,0.9369,0.1455,0.1455,0.7508,0.7894,0.0077
