epoch,train,iid,ood,val,obj_action,obj_state,sparsity
00,0.7539,0.8008,0.0939,0.0939,0.5066,0.2118,0.0000
01,0.9602,0.8637,0.0795,0.0795,0.6881,0.5802,0.0000
02,0.9834,0.8297,0.0992,0.0992,0.7203,0.6122,0.0000
03,0.9889,0.8980,0.1369,0.1369,0.7303,0.6207,0.0000
04,0.9943,0.9375,0.0908,0.0908,0.7252,0.6265,0.0000
05,0.9943,0.9096,0.1072,0.1072,0.7312,0.6367,0.0000
06,0.9938,0.9252,0.2090,0.2090,0.7369,0.6534,0.0000
07,0.9963,0.9205,0.1387,0.1387,0.7363,0.6592,0.0000
08,0.9840,0.8432,0.1691,0.1691,0.7232,0.6738,0.0000
09,0.9816,0.8969,0.2139,0.2139,0.7387,0.6670,0.0000
10,0.9896,0.9260,0.1451,0.1451,0.7318,0.6689,0.0000
11,0.9828,0.7523,0.0961,0.0961,0.7320,0.6727,0.0000
12,0.9902,0.9404,0.1641,0.1641,0.7402,0.6799,0.0000
13,0.9959,0.8447,0.1016,0.1016,0.7416,0.7086,0.0000
14,0.9900,0.8107,0.0936,0.0936,0.7357,0.6800,0.0000
15,0.9795,0.8900,0.1172,0.1172,0.7354,0.6635,0.0000
16,0.9816,0.7965,0.2273,0.2273,0.7361,0.6656,0.0000
17,0.9779,0.8404,0.1234,0.1234,0.7320,0.6728,0.0000
18,0.9867,0.9410,0.3273,0.3273,0.7420,0.7002,0.0000
19,0.9992,0.9422,0.3156,0.3156,0.7578,0.7279,0.0000
20,0.9994,0.9496,0.1711,0.1711,0.7539,0.7313,0.0000
21,0.9914,0.7900,0.1313,0.1313,0.7496,0.7302,0.0000
22,0.9818,0.9225,0.1807,0.1807,0.7514,0.6945,0.0000
23,0.9906,0.7986,0.1393,0.1393,0.7518,0.7167,0.0000
24,0.9887,0.9467,0.1266,0.1266,0.7514,0.6970,0.0000
25,0.9996,0.9416,0.1434,0.1434,0.7672,0.7344,0.0000
26,0.9996,0.9426,0.1693,0.1693,0.7787,0.7432,0.0000
27,0.9996,0.9361,0.1547,0.1547,0.7738,0.7388,0.0000
28,0.9996,0.9395,0.1588,0.1588,0.7705,0.7335,0.0000
29,0.9975,0.9311,0.1510,0.1510,0.7621,0.7213,0.0000
