epoch,train,iid,ood,val,obj_action,obj_state,sparsity
00,0.6289,0.8510,0.5195,0.5195,0.2500,0.2994,0.0376
01,0.9529,0.8553,0.6320,0.6320,0.6514,0.7773,0.0664
02,0.9863,0.9369,0.7172,0.7172,0.7900,0.7951,0.0487
03,0.9953,0.9695,0.6832,0.6832,0.8059,0.8041,0.0331
04,0.9959,0.8445,0.6047,0.6047,0.8049,0.8032,0.0225
05,0.9902,0.9600,0.6807,0.6807,0.7928,0.7916,0.0245
06,0.9986,0.9354,0.5631,0.5631,0.8045,0.8039,0.0163
07,0.9943,0.7453,0.5832,0.5832,0.7975,0.7961,0.0134
08,0.9908,0.9180,0.6322,0.6322,0.7969,0.7935,0.0183
09,0.9982,0.9391,0.6402,0.6402,0.7957,0.7948,0.0130
10,0.9949,0.9670,0.7158,0.7158,0.8041,0.7954,0.0137
11,0.9992,0.9703,0.6863,0.6863,0.8088,0.8067,0.0087
12,0.9961,0.8807,0.5977,0.5977,0.7967,0.7985,0.0066
13,0.9902,0.9613,0.7232,0.7232,0.8033,0.7979,0.0124
14,0.9990,0.9436,0.5834,0.5834,0.8049,0.8027,0.0086
15,0.9939,0.7416,0.5701,0.5701,0.7951,0.7913,0.0097
16,0.9828,0.8504,0.5838,0.5838,0.7955,0.7908,0.0141
17,0.9811,0.9594,0.6674,0.6674,0.7984,0.7952,0.0160
18,0.9982,0.9600,0.6531,0.6531,0.8025,0.8031,0.0097
19,0.9990,0.9602,0.6639,0.6639,0.8051,0.8106,0.0072
20,0.9982,0.9635,0.7035,0.7035,0.8053,0.8076,0.0068
21,0.9992,0.8170,0.6145,0.6145,0.7955,0.8032,0.0062
22,0.9863,0.6510,0.3697,0.3697,0.7982,0.7963,0.0099
23,0.9635,0.9418,0.6447,0.6447,0.8012,0.7927,0.0129
24,0.9908,0.3447,0.1461,0.1461,0.7949,0.8079,0.0102
25,0.9709,0.9258,0.6922,0.6922,0.7908,0.7955,0.0130
26,0.9893,0.9631,0.6342,0.6342,0.7980,0.8083,0.0107
27,0.9992,0.9648,0.6457,0.6457,0.7967,0.8133,0.0079
28,0.9992,0.9602,0.6615,0.6615,0.8066,0.8226,0.0068
