epoch,train,iid,ood,val,obj_action,obj_state,sparsity
00,0.6658,0.9025,0.2713,0.2713,0.2326,0.4097,0.0507
01,0.9463,0.9301,0.2467,0.2467,0.7852,0.7705,0.0709
02,0.9898,0.9541,0.2488,0.2488,0.7895,0.7847,0.0397
03,0.9982,0.8998,0.2430,0.2430,0.7963,0.8061,0.0232
04,0.9979,0.9525,0.2469,0.2469,0.8064,0.8116,0.0179
05,0.9996,0.9377,0.2295,0.2295,0.8064,0.8189,0.0118
06,0.9963,0.9320,0.2381,0.2381,0.8105,0.8223,0.0134
07,0.9945,0.8842,0.2244,0.2244,0.8037,0.8168,0.0115
08,0.9939,0.8410,0.1982,0.1982,0.8063,0.8176,0.0145
09,0.9857,0.9455,0.2699,0.2699,0.8088,0.8196,0.0147
10,0.9900,0.8498,0.8002,0.8002,0.8051,0.8191,0.0098
11,0.9773,0.9117,0.2367,0.2367,0.8002,0.7986,0.0202
12,0.9957,0.9535,0.2777,0.2777,0.8078,0.8166,0.0149
13,0.9992,0.9539,0.2939,0.2939,0.8068,0.8230,0.0096
14,0.9994,0.9521,0.2992,0.2992,0.8047,0.8229,0.0073
15,0.9998,0.9436,0.2660,0.2660,0.8111,0.8286,0.0061
16,0.9982,0.9377,0.2934,0.2934,0.8117,0.8289,0.0067
17,0.9971,0.9525,0.2807,0.2807,0.8168,0.8326,0.0070
18,0.9992,0.9490,0.2670,0.2670,0.8148,0.8343,0.0056
19,0.9969,0.8268,0.1941,0.1941,0.8152,0.8362,0.0049
20,0.9848,0.9449,0.3063,0.3063,0.8104,0.8213,0.0121
21,0.9963,0.8506,0.2713,0.2713,0.8094,0.8290,0.0073
22,0.9883,0.9475,0.2809,0.2809,0.8057,0.8229,0.0115
23,0.9998,0.9598,0.2770,0.2770,0.8164,0.8331,0.0083
24,1.0000,0.9557,0.2846,0.2846,0.8137,0.8320,0.0058
25,0.9967,0.8275,0.2988,0.2988,0.8131,0.8314,0.0062
26,0.9693,0.9352,0.5975,0.5975,0.8068,0.8199,0.0125
27,0.9977,0.9428,0.3197,0.3197,0.8131,0.8348,0.0084
28,0.9943,0.8721,0.1941,0.1941,0.8092,0.8268,0.0091
