epoch,train,iid,ood,val,obj_action,obj_state,sparsity
00,0.1533,0.1676,0.0637,0.0637,0.0137,0.0157,0.0878
01,0.3021,0.3381,0.0662,0.0662,0.4215,0.4127,0.0383
02,0.4709,0.5045,0.0293,0.0293,0.6223,0.5852,0.1049
03,0.6797,0.7387,0.2773,0.2773,0.6389,0.5723,0.0990
04,0.7545,0.7326,0.1877,0.1877,0.7793,0.7697,0.1148
05,0.8070,0.7744,0.3061,0.3061,0.7791,0.7697,0.0865
06,0.8201,0.7900,0.3176,0.3176,0.7779,0.7672,0.0686
07,0.8287,0.7537,0.2250,0.2250,0.7844,0.7736,0.0538
08,0.8459,0.8029,0.2570,0.2570,0.7904,0.7779,0.0434
09,0.8586,0.7648,0.2873,0.2873,0.7953,0.7807,0.0367
10,0.8459,0.8111,0.3021,0.3021,0.7928,0.7752,0.0580
11,0.8594,0.7900,0.3057,0.3057,0.7922,0.7800,0.0361
12,0.8672,0.6934,0.4262,0.4262,0.7881,0.7765,0.0649
13,0.8770,0.8609,0.3113,0.3113,0.7836,0.7666,0.0528
14,0.9416,0.8363,0.3432,0.3432,0.8002,0.7875,0.0587
15,0.9109,0.6023,0.2373,0.2373,0.7703,0.7567,0.0703
16,0.9182,0.5871,0.2041,0.2041,0.7648,0.7497,0.0867
17,0.9449,0.9162,0.4838,0.4838,0.7906,0.7793,0.0593
18,0.9764,0.8992,0.5131,0.5131,0.7896,0.7855,0.0396
19,0.9777,0.9139,0.5061,0.5061,0.7881,0.7824,0.0334
20,0.9938,0.9102,0.5365,0.5365,0.7971,0.7922,0.0211
21,0.9861,0.9039,0.5412,0.5412,0.7932,0.7890,0.0214
22,0.9846,0.8213,0.2465,0.2465,0.7889,0.7802,0.0349
23,0.9803,0.9240,0.5654,0.5654,0.7939,0.7897,0.0321
24,0.9770,0.4189,0.0801,0.0801,0.7861,0.7855,0.1752
25,0.7953,0.8523,0.5531,0.5531,0.7297,0.7175,0.0887
26,0.9396,0.8617,0.4781,0.4781,0.7781,0.7759,0.0477
27,0.9668,0.8889,0.5082,0.5082,0.7834,0.7831,0.0341
28,0.9799,0.9172,0.6062,0.6062,0.7937,0.7965,0.0371
29,0.9930,0.9232,0.5668,0.5668,0.7975,0.8011,0.0192
