epoch,train,iid,ood,val,obj_action,obj_state,sparsity
00,0.1141,0.2650,0.3475,0.3475,0.2543,0.0556,0.1237
01,0.3229,0.4176,0.0000,0.0000,0.4227,0.3198,0.0636
02,0.4264,0.4389,0.0002,0.0002,0.5682,0.4838,0.0801
03,0.4486,0.4592,0.0068,0.0068,0.5730,0.5697,0.0768
04,0.5879,0.4922,0.0314,0.0314,0.5658,0.5729,0.0769
05,0.7469,0.7988,0.0756,0.0756,0.5879,0.5780,0.1039
06,0.8912,0.8484,0.1510,0.1510,0.6973,0.6825,0.1107
07,0.9275,0.8187,0.1299,0.1299,0.7303,0.6939,0.1201
08,0.9176,0.8814,0.2047,0.2047,0.7078,0.6893,0.1015
09,0.9541,0.9377,0.1977,0.1977,0.7504,0.7188,0.0695
10,0.9777,0.9437,0.2576,0.2576,0.7424,0.7221,0.0329
11,0.9777,0.8328,0.0760,0.0760,0.7395,0.7305,0.0452
12,0.9635,0.9406,0.2111,0.2111,0.7383,0.6924,0.0625
13,0.9867,0.8977,0.1596,0.1596,0.7439,0.7223,0.0338
14,0.9816,0.7631,0.0941,0.0941,0.7408,0.7203,0.0381
15,0.9705,0.9232,0.2049,0.2049,0.7396,0.7109,0.0606
16,0.9820,0.8020,0.1135,0.1135,0.7439,0.7263,0.0439
17,0.9549,0.9199,0.1891,0.1891,0.7260,0.7026,0.0720
18,0.9811,0.9490,0.2197,0.2197,0.7504,0.7341,0.0342
19,0.9920,0.9592,0.2191,0.2191,0.7568,0.7376,0.0207
20,0.9957,0.9627,0.2289,0.2289,0.7576,0.7360,0.0133
21,0.9898,0.7656,0.0748,0.0748,0.7500,0.7305,0.0624
22,0.9434,0.9395,0.1871,0.1871,0.7404,0.7035,0.0685
23,0.9748,0.9227,0.2361,0.2361,0.7500,0.7239,0.0343
24,0.9855,0.9566,0.1920,0.1920,0.7551,0.7327,0.0425
25,0.9953,0.9602,0.1900,0.1900,0.7609,0.7400,0.0168
26,0.9961,0.9443,0.1758,0.1758,0.7680,0.7425,0.0170
27,0.9947,0.9613,0.2188,0.2188,0.7621,0.7477,0.0170
28,0.9928,0.9305,0.1516,0.1516,0.7605,0.7420,0.0090
29,0.9945,0.9637,0.2309,0.2309,0.7596,0.7420,0.0173
