epoch,train,iid,ood,val,obj_action,obj_state,sparsity
00,0.2746,0.4988,0.0590,0.0590,0.0014,0.1488,0.0628
01,0.4971,0.5420,0.0805,0.0805,0.3580,0.4281,0.0588
02,0.6361,0.7428,0.0926,0.0926,0.4949,0.5729,0.0936
03,0.8471,0.8508,0.1176,0.1176,0.6545,0.7162,0.1018
04,0.9064,0.8715,0.1086,0.1086,0.7291,0.7220,0.0798
05,0.9219,0.9041,0.1398,0.1398,0.7359,0.7267,0.0607
06,0.9705,0.9211,0.2115,0.2115,0.7355,0.7277,0.0462
07,0.9727,0.7467,0.1738,0.1738,0.7342,0.7259,0.1033
08,0.9486,0.8873,0.3025,0.3025,0.7398,0.7201,0.0730
09,0.9766,0.4414,0.1459,0.1459,0.7457,0.7320,0.0933
10,0.9295,0.9014,0.1711,0.1711,0.7225,0.7025,0.0912
11,0.9699,0.8830,0.2051,0.2051,0.7379,0.7176,0.0409
12,0.9869,0.9348,0.2229,0.2229,0.7471,0.7305,0.0191
13,0.9912,0.5207,0.1043,0.1043,0.7492,0.7342,0.0424
14,0.8939,0.8766,0.2148,0.2148,0.7102,0.7021,0.0727
15,0.9699,0.9234,0.2406,0.2406,0.7428,0.7346,0.0318
16,0.9801,0.7760,0.1609,0.1609,0.7396,0.7330,0.0273
17,0.9797,0.9311,0.2533,0.2533,0.7467,0.7347,0.0354
18,0.9955,0.9332,0.2523,0.2523,0.7520,0.7438,0.0105
19,0.9943,0.8279,0.2594,0.2594,0.7430,0.7351,0.0193
20,0.9703,0.8598,0.2074,0.2074,0.7373,0.7122,0.0340
21,0.9918,0.9311,0.2279,0.2279,0.7490,0.7387,0.0159
22,0.9951,0.9311,0.2301,0.2301,0.7551,0.7506,0.0089
23,0.9945,0.9283,0.2529,0.2529,0.7537,0.7466,0.0116
24,0.9969,0.9266,0.2285,0.2285,0.7516,0.7492,0.0087
25,0.9893,0.8936,0.1807,0.1807,0.7473,0.7423,0.0056
26,0.9850,0.8924,0.2566,0.2566,0.7412,0.7336,0.0280
27,0.9814,0.9348,0.2703,0.2703,0.7426,0.7385,0.0179
28,0.9977,0.9379,0.2834,0.2834,0.7572,0.7483,0.0065
29,0.9953,0.9307,0.2896,0.2896,0.7486,0.7418,0.0085
