epoch,train,iid,ood,val,obj_action,obj_state,sparsity
00,0.6117,0.8705,0.4904,0.4904,0.2541,0.2531,0.0029
01,0.9467,0.9020,0.5934,0.5934,0.6752,0.7172,0.0081
02,0.9873,0.9453,0.6479,0.6479,0.7934,0.7710,0.0094
03,0.9955,0.9621,0.6055,0.6055,0.8047,0.7919,0.0101
04,0.9992,0.9604,0.6598,0.6598,0.8043,0.7968,0.0097
05,0.9990,0.9645,0.6453,0.6453,0.7980,0.7937,0.0089
06,0.9990,0.9096,0.5520,0.5520,0.8047,0.8029,0.0076
07,0.9877,0.5965,0.5473,0.5473,0.7914,0.7822,0.0072
08,0.9783,0.9607,0.6615,0.6615,0.7887,0.7825,0.0074
09,0.9955,0.8324,0.4055,0.4055,0.7979,0.7915,0.0079
10,0.9840,0.9557,0.6297,0.6297,0.8021,0.7924,0.0069
11,0.9990,0.9492,0.5635,0.5635,0.8076,0.8006,0.0072
12,0.9898,0.8846,0.5777,0.5777,0.7928,0.7888,0.0061
13,0.9840,0.9135,0.6451,0.6451,0.8010,0.7895,0.0060
14,0.9877,0.9088,0.5229,0.5229,0.8006,0.7893,0.0063
15,0.9928,0.7125,0.6213,0.6213,0.7920,0.7857,0.0066
16,0.9877,0.8537,0.5217,0.5217,0.7969,0.7909,0.0076
17,0.9895,0.9467,0.6482,0.6482,0.7994,0.7974,0.0066
18,0.9975,0.9547,0.6883,0.6883,0.8023,0.7999,0.0064
19,0.9994,0.9592,0.7111,0.7111,0.8072,0.8123,0.0062
20,0.9967,0.9570,0.7000,0.7000,0.8070,0.8152,0.0056
21,0.9930,0.8855,0.6484,0.6484,0.7920,0.7991,0.0060
22,0.9859,0.9494,0.6715,0.6715,0.7979,0.8017,0.0055
23,0.9955,0.8668,0.5959,0.5959,0.8076,0.8154,0.0059
24,0.9785,0.8736,0.5625,0.5625,0.7896,0.7885,0.0053
25,0.9807,0.9180,0.6844,0.6844,0.8000,0.7950,0.0051
26,0.9955,0.9527,0.6713,0.6713,0.7977,0.7994,0.0055
27,0.9994,0.9533,0.7172,0.7172,0.8051,0.8142,0.0055
28,0.9967,0.9406,0.6533,0.6533,0.8121,0.8181,0.0052
29,0.9963,0.9492,0.7465,0.7465,0.7959,0.7967,0.0047
