epoch,train,iid,ood,val,obj_action,obj_state,sparsity
00,0.6156,0.7924,0.0672,0.0672,0.2061,0.1957,0.0547
01,0.8557,0.8395,0.0801,0.0801,0.6332,0.7149,0.1538
02,0.9129,0.9227,0.1885,0.1885,0.7291,0.7261,0.1035
03,0.9754,0.9016,0.1842,0.1842,0.7438,0.7407,0.0690
04,0.9912,0.9441,0.1951,0.1951,0.7387,0.7446,0.0729
05,0.9861,0.9377,0.2008,0.2008,0.7457,0.7510,0.0434
06,0.9975,0.9572,0.2037,0.2037,0.7479,0.7489,0.0324
07,0.9955,0.7996,0.1021,0.1021,0.7443,0.7452,0.0403
08,0.9742,0.8934,0.1789,0.1789,0.7434,0.7426,0.0544
09,0.9840,0.9184,0.1893,0.1893,0.7479,0.7496,0.0500
10,0.9814,0.7529,0.1711,0.1711,0.7432,0.7422,0.0392
11,0.9756,0.8992,0.1713,0.1713,0.7408,0.7400,0.0401
12,0.9904,0.9563,0.2074,0.2074,0.7471,0.7435,0.0296
13,0.9986,0.9539,0.1943,0.1943,0.7527,0.7517,0.0166
14,0.9928,0.8561,0.1623,0.1623,0.7432,0.7427,0.0157
15,0.9832,0.9555,0.2074,0.2074,0.7453,0.7448,0.0355
16,0.9992,0.9584,0.2121,0.2121,0.7463,0.7442,0.0158
17,0.9996,0.9592,0.2123,0.2123,0.7557,0.7586,0.0134
18,1.0000,0.9598,0.2100,0.2100,0.7529,0.7533,0.0088
19,0.9967,0.9316,0.1998,0.1998,0.7445,0.7448,0.0110
20,0.9928,0.8830,0.1887,0.1887,0.7492,0.7466,0.0159
21,0.9873,0.9424,0.1844,0.1844,0.7504,0.7507,0.0228
22,0.9992,0.9453,0.1971,0.1971,0.7574,0.7595,0.0140
23,0.9979,0.9541,0.2064,0.2064,0.7529,0.7548,0.0135
24,0.9994,0.9564,0.2061,0.2061,0.7553,0.7585,0.0091
25,0.9906,0.8719,0.1301,0.1301,0.7500,0.7527,0.0071
26,0.9787,0.9299,0.1934,0.1934,0.7438,0.7425,0.0250
27,0.9982,0.9537,0.2080,0.2080,0.7545,0.7548,0.0138
28,0.9967,0.9480,0.2053,0.2053,0.7633,0.7620,0.0079
29,0.9906,0.8502,0.1838,0.1838,0.7523,0.7524,0.0167
