epoch,train,iid,ood,val,obj_action,obj_state,sparsity
00,0.2100,0.4832,0.0129,0.0129,0.3475,0.0728,0.0881
01,0.4271,0.4441,0.0020,0.0020,0.5580,0.4321,0.0817
02,0.5639,0.5451,0.0406,0.0406,0.5738,0.5994,0.0846
03,0.6926,0.8195,0.0770,0.0770,0.6096,0.6771,0.0887
04,0.8949,0.8361,0.0768,0.0768,0.6813,0.6782,0.0943
05,0.9437,0.9326,0.1588,0.1588,0.7223,0.6950,0.0869
06,0.9791,0.9480,0.2570,0.2570,0.7451,0.7210,0.0536
07,0.9869,0.8053,0.1580,0.1580,0.7477,0.7226,0.0487
08,0.9678,0.8180,0.2012,0.2012,0.7342,0.7184,0.0642
09,0.9760,0.9518,0.2195,0.2195,0.7561,0.7257,0.0761
10,0.9857,0.9426,0.2502,0.2502,0.7512,0.7237,0.0301
11,0.9826,0.9293,0.1406,0.1406,0.7469,0.7301,0.0292
12,0.9852,0.9623,0.2215,0.2215,0.7529,0.7307,0.0405
13,0.9924,0.7082,0.0574,0.0574,0.7547,0.7323,0.0247
14,0.9803,0.9389,0.2043,0.2043,0.7355,0.7146,0.0419
15,0.9850,0.9045,0.1949,0.1949,0.7398,0.7228,0.0357
16,0.9840,0.8439,0.1479,0.1479,0.7490,0.7312,0.0520
17,0.9703,0.9270,0.2416,0.2416,0.7375,0.7101,0.0457
18,0.9881,0.9582,0.2363,0.2363,0.7469,0.7265,0.0276
19,0.9953,0.9553,0.2100,0.2100,0.7568,0.7366,0.0150
20,0.9941,0.9645,0.2322,0.2322,0.7561,0.7355,0.0144
21,0.9928,0.9320,0.2094,0.2094,0.7504,0.7311,0.0153
22,0.9871,0.9406,0.2242,0.2242,0.7484,0.7299,0.0191
23,0.9879,0.7201,0.1850,0.1850,0.7518,0.7442,0.0190
24,0.9830,0.9537,0.2277,0.2277,0.7539,0.7381,0.0429
25,0.9959,0.9547,0.2377,0.2377,0.7596,0.7458,0.0104
26,0.9957,0.9537,0.2326,0.2326,0.7670,0.7537,0.0098
27,0.9967,0.9584,0.2539,0.2539,0.7613,0.7569,0.0104
28,0.9984,0.9551,0.2014,0.2014,0.7531,0.7512,0.0061
29,0.9986,0.9584,0.2584,0.2584,0.7580,0.7504,0.0074
