epoch,train,iid,ood,val,obj_action,obj_state,sparsity
00,0.2143,0.3225,0.2522,0.2522,0.0104,0.0364,0.0513
01,0.4035,0.6457,0.1966,0.1966,0.2219,0.5400,0.0579
02,0.7004,0.7405,0.3125,0.3125,0.5477,0.7538,0.1180
03,0.7818,0.7804,0.4210,0.4210,0.7625,0.7619,0.1198
04,0.8742,0.8337,0.5755,0.5755,0.7744,0.7736,0.0711
05,0.9330,0.9172,0.6556,0.6556,0.7686,0.7680,0.0550
06,0.9641,0.9071,0.6278,0.6278,0.7777,0.7767,0.0438
07,0.9611,0.4665,0.5277,0.5277,0.7715,0.7703,0.0757
08,0.9213,0.8839,0.6763,0.6763,0.7572,0.7587,0.0697
09,0.9672,0.8762,0.6112,0.6112,0.7781,0.7769,0.0260
10,0.9762,0.8181,0.6607,0.6607,0.7775,0.7733,0.0358
11,0.9629,0.9201,0.6699,0.6699,0.7738,0.7699,0.0431
12,0.9865,0.9285,0.6630,0.6630,0.7799,0.7767,0.0163
13,0.9928,0.8971,0.7339,0.7339,0.7746,0.7709,0.0145
14,0.9863,0.9057,0.6886,0.6886,0.7814,0.7775,0.0212
15,0.9904,0.8644,0.4807,0.4807,0.7809,0.7789,0.0107
16,0.9861,0.9212,0.7098,0.7098,0.7766,0.7722,0.0264
17,0.9943,0.9141,0.6798,0.6798,0.7777,0.7720,0.0142
18,0.9926,0.8285,0.6751,0.6751,0.7834,0.7783,0.0108
19,0.9873,0.8883,0.6100,0.6100,0.7795,0.7768,0.0318
20,0.9852,0.9228,0.7557,0.7557,0.7854,0.7812,0.0168
21,0.9914,0.9038,0.6544,0.6544,0.7834,0.7792,0.0162
22,0.9941,0.9300,0.7594,0.7594,0.7801,0.7744,0.0108
23,0.9982,0.9306,0.7220,0.7220,0.7840,0.7800,0.0054
24,0.9973,0.9222,0.6127,0.6127,0.7871,0.7815,0.0093
25,0.9943,0.9123,0.6723,0.6723,0.7773,0.7720,0.0071
26,0.9928,0.9280,0.7265,0.7265,0.7812,0.7709,0.0134
27,0.9916,0.7286,0.5437,0.5437,0.7814,0.7716,0.0083
28,0.9670,0.3030,0.5465,0.5465,0.7693,0.7678,0.0924
29,0.7744,0.8131,0.6501,0.6501,0.7395,0.7398,0.0753
