epoch,train,iid,ood,val,obj_action,obj_state,sparsity
00,0.4391,0.5773,0.1568,0.1568,0.1178,0.2837,0.0498
01,0.8252,0.8938,0.2416,0.2416,0.6074,0.6860,0.0960
02,0.9523,0.8979,0.2311,0.2311,0.7521,0.7743,0.0769
03,0.9793,0.8369,0.3041,0.3041,0.7760,0.7747,0.0496
04,0.9855,0.9498,0.3367,0.3367,0.7803,0.7801,0.0431
05,0.9928,0.9201,0.3201,0.3201,0.7781,0.7778,0.0236
06,0.9881,0.9414,0.3613,0.3613,0.7801,0.7804,0.0273
07,0.9926,0.9395,0.3174,0.3174,0.7752,0.7753,0.0171
08,0.9898,0.8545,0.3193,0.3193,0.7809,0.7789,0.0221
09,0.9881,0.7275,0.1287,0.1287,0.7768,0.7764,0.0490
10,0.9717,0.7145,0.2051,0.2051,0.7719,0.7683,0.0493
11,0.9715,0.8451,0.2998,0.2998,0.7699,0.7705,0.0420
12,0.9852,0.9410,0.3475,0.3475,0.7746,0.7756,0.0341
13,0.9957,0.9436,0.3594,0.3594,0.7869,0.7861,0.0136
14,0.9963,0.9379,0.3545,0.3545,0.7783,0.7776,0.0099
15,0.9963,0.9355,0.3393,0.3393,0.7842,0.7845,0.0087
16,0.9965,0.8680,0.2018,0.2018,0.7781,0.7792,0.0080
17,0.9793,0.7348,0.2932,0.2932,0.7695,0.7706,0.0297
18,0.9715,0.9260,0.2977,0.2977,0.7754,0.7767,0.0362
19,0.9883,0.9059,0.3168,0.3168,0.7725,0.7719,0.0210
20,0.9875,0.9441,0.3732,0.3732,0.7820,0.7812,0.0243
21,0.9934,0.9389,0.3332,0.3332,0.7814,0.7811,0.0093
22,0.9918,0.8273,0.2162,0.2162,0.7693,0.7710,0.0154
23,0.9846,0.9332,0.3521,0.3521,0.7746,0.7722,0.0261
24,0.9986,0.9393,0.3730,0.3730,0.7783,0.7802,0.0106
25,0.9963,0.9262,0.3492,0.3492,0.7857,0.7904,0.0139
26,0.9977,0.9346,0.3318,0.3318,0.7846,0.7906,0.0178
27,0.9979,0.9383,0.3191,0.3191,0.7855,0.7952,0.0147
28,0.9990,0.9418,0.3627,0.3627,0.7875,0.8039,0.0070
29,0.9938,0.8803,0.2904,0.2904,0.7877,0.8066,0.0062
