epoch,train,iid,ood,val,obj_action,obj_state,sparsity
00,0.5469,0.8967,0.3242,0.3242,0.3523,0.3188,0.0051
01,0.9521,0.9041,0.3238,0.3238,0.7539,0.7434,0.0158
02,0.9797,0.8855,0.4168,0.4168,0.7955,0.7805,0.0172
03,0.9867,0.5123,0.5332,0.5332,0.7848,0.7830,0.0162
04,0.9838,0.9408,0.5107,0.5107,0.7937,0.7881,0.0144
05,0.9986,0.9418,0.5705,0.5705,0.7982,0.7942,0.0137
06,0.9967,0.8793,0.4664,0.4664,0.7951,0.7976,0.0113
07,0.9875,0.7412,0.3773,0.3773,0.7963,0.7953,0.0113
08,0.9785,0.8455,0.3662,0.3662,0.7889,0.7896,0.0117
09,0.9771,0.9525,0.5488,0.5488,0.7965,0.7924,0.0096
10,0.9994,0.9434,0.4553,0.4553,0.8016,0.8082,0.0106
11,0.9895,0.8213,0.3367,0.3367,0.7934,0.7996,0.0095
12,0.9918,0.9447,0.4914,0.4914,0.7937,0.7926,0.0110
13,0.9998,0.9488,0.4650,0.4650,0.7973,0.8050,0.0095
14,1.0000,0.9307,0.5447,0.5447,0.8033,0.8069,0.0079
15,0.9895,0.4986,0.2758,0.2758,0.7961,0.8025,0.0078
16,0.9719,0.9295,0.4264,0.4264,0.7750,0.7737,0.0083
17,0.9975,0.9381,0.4355,0.4355,0.8053,0.8091,0.0079
18,0.9900,0.8787,0.4428,0.4428,0.7926,0.8043,0.0085
19,0.9885,0.9314,0.5311,0.5311,0.7916,0.7871,0.0090
20,0.9965,0.9504,0.5453,0.5453,0.8004,0.8022,0.0080
21,0.9984,0.9457,0.5639,0.5639,0.7990,0.8082,0.0074
22,0.9961,0.9277,0.4939,0.4939,0.8000,0.8136,0.0067
23,0.9867,0.9037,0.5348,0.5348,0.7990,0.8115,0.0057
24,0.9762,0.8195,0.3406,0.3406,0.7895,0.8065,0.0057
25,0.9721,0.9164,0.4637,0.4637,0.7961,0.8097,0.0067
26,0.9906,0.7934,0.3561,0.3561,0.8010,0.8151,0.0065
27,0.9963,0.9393,0.3736,0.3736,0.7957,0.8093,0.0065
28,0.9994,0.9479,0.3932,0.3932,0.8082,0.8257,0.0063
29,0.9967,0.8943,0.3520,0.3520,0.8133,0.8286,0.0058
