epoch,train,iid,ood,val,obj_action,obj_state,sparsity
00,0.6643,0.8908,0.2695,0.2695,0.2178,0.3937,0.0107
01,0.9416,0.8914,0.1822,0.1822,0.7838,0.7438,0.0262
02,0.9873,0.9326,0.2395,0.2395,0.7885,0.7776,0.0238
03,0.9967,0.9262,0.2512,0.2512,0.7937,0.7898,0.0204
04,0.9965,0.9393,0.2252,0.2252,0.8012,0.8008,0.0171
05,0.9996,0.9279,0.2236,0.2236,0.8066,0.8115,0.0129
06,0.9943,0.8633,0.2678,0.2678,0.8131,0.8157,0.0118
07,0.9826,0.9379,0.2260,0.2260,0.8027,0.8038,0.0125
08,0.9988,0.9502,0.2396,0.2396,0.8127,0.8141,0.0103
09,0.9996,0.9482,0.2238,0.2238,0.8107,0.8183,0.0084
10,0.9965,0.7859,0.6713,0.6713,0.8084,0.8096,0.0069
11,0.9945,0.9211,0.2023,0.2023,0.8088,0.8066,0.0102
12,0.9975,0.9543,0.2449,0.2449,0.8119,0.8122,0.0085
13,0.9996,0.9510,0.2404,0.2404,0.8145,0.8179,0.0063
14,0.9996,0.9486,0.2529,0.2529,0.8109,0.8157,0.0050
15,0.9965,0.8807,0.1830,0.1830,0.8143,0.8242,0.0043
16,0.9873,0.8648,0.2090,0.2090,0.8117,0.8115,0.0064
17,0.9820,0.9459,0.2434,0.2434,0.8172,0.8191,0.0062
18,0.9988,0.9527,0.2307,0.2307,0.8197,0.8216,0.0059
19,0.9965,0.8385,0.1627,0.1627,0.8211,0.8311,0.0049
20,0.9773,0.9229,0.2082,0.2082,0.8105,0.8061,0.0057
21,0.9926,0.9500,0.2223,0.2223,0.8129,0.8119,0.0074
22,0.9992,0.9088,0.7404,0.7404,0.8174,0.8266,0.0057
23,0.9984,0.9484,0.2180,0.2180,0.8229,0.8311,0.0060
24,0.9994,0.9490,0.2301,0.2301,0.8215,0.8288,0.0047
25,1.0000,0.9322,0.2705,0.2705,0.8189,0.8290,0.0048
26,0.9959,0.9510,0.2689,0.2689,0.8174,0.8305,0.0056
27,0.9998,0.9475,0.2533,0.2533,0.8164,0.8358,0.0044
28,0.9932,0.7361,0.1428,0.1428,0.8146,0.8284,0.0043
29,0.9777,0.9354,0.2389,0.2389,0.7977,0.8057,0.0061
