epoch,train,iid,ood,val,obj_action,obj_state,sparsity
00,0.6689,0.8993,0.4628,0.4628,0.1500,0.1858,0.0061
01,0.9600,0.9322,0.7197,0.7197,0.7000,0.7443,0.0164
02,0.9930,0.9255,0.7210,0.7210,0.7750,0.7616,0.0180
03,0.9953,0.9351,0.7012,0.7012,0.7744,0.7654,0.0156
04,0.9955,0.9442,0.7177,0.7177,0.7850,0.7790,0.0148
05,0.9996,0.9538,0.7572,0.7572,0.7793,0.7732,0.0125
06,0.9998,0.8875,0.7351,0.7351,0.7830,0.7775,0.0098
07,0.9914,0.7713,0.7063,0.7063,0.7762,0.7735,0.0098
08,0.9729,0.9327,0.7241,0.7241,0.7697,0.7649,0.0097
09,0.9955,0.8748,0.5596,0.5596,0.7803,0.7798,0.0096
10,0.9830,0.8147,0.5588,0.5588,0.7771,0.7694,0.0107
11,0.9818,0.9387,0.7234,0.7234,0.7732,0.7642,0.0090
12,0.9992,0.9435,0.7121,0.7121,0.7818,0.7795,0.0086
13,0.9986,0.9455,0.7454,0.7454,0.7777,0.7778,0.0077
14,0.9963,0.8996,0.6778,0.6778,0.7857,0.7852,0.0072
15,0.9889,0.9370,0.7067,0.7067,0.7797,0.7809,0.0070
16,0.9984,0.9400,0.7315,0.7315,0.7836,0.7831,0.0073
17,0.9996,0.9462,0.7497,0.7497,0.7840,0.7912,0.0064
18,0.9998,0.9416,0.7472,0.7472,0.7893,0.7980,0.0055
19,0.9947,0.9026,0.5039,0.5039,0.7811,0.7938,0.0059
20,0.9926,0.9430,0.7396,0.7396,0.7889,0.7955,0.0064
21,0.9996,0.9439,0.7346,0.7346,0.7898,0.7965,0.0057
22,0.9998,0.9473,0.7493,0.7493,0.7842,0.7911,0.0054
23,0.9967,0.9359,0.7253,0.7253,0.7918,0.8009,0.0047
24,0.9990,0.9488,0.7500,0.7500,0.7951,0.8013,0.0045
25,0.9986,0.9196,0.7773,0.7773,0.7871,0.7887,0.0057
26,0.9961,0.9285,0.7243,0.7243,0.7910,0.7972,0.0055
27,0.9912,0.7880,0.5269,0.5269,0.7877,0.7987,0.0058
28,0.9814,0.9508,0.7679,0.7679,0.7748,0.7846,0.0056
29,0.9994,0.8984,0.7035,0.7035,0.7965,0.8020,0.0058
